都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|42,818|831,542|907|8|40,416|1,419
青森|2,606|54,360|61|0|2,514|31
岩手|1,879|91,846|81|0|1,751|47
宮城|9,626|167,976|255|2|9,268|91
秋田|986|16,817|44|1|922|20
山形|2,091|69,954|32|0|2,012|47
福島|5,242|301,147|150|4|4,930|162
茨城|11,364|34,393|472|3|10,726|166
栃木|7,515|320,257|256|7|7,175|84
群馬|8,200|207,093|114|0|7,947|155
埼玉|51,086|1,042,435|3,473|30|46,768|845
千葉|44,652|751,195|2,225|18|41,699|728
東京|195,041|2,706,494|11,637|65|181,128|2,276
神奈川|75,110|1,119,795|3,894|49|70,237|979
新潟|3,682|186,683|186|1|3,442|54
富山|2,123|78,919|64|3|2,021|38
石川|4,388|131,737|324|1|3,939|116
福井|1,434|75,374|48|0|1,350|36
山梨|2,197|65,656|37|0|2,139|21
長野|5,114|219,477|46|0|5,050|94
岐阜|9,607|287,855|104|3|9,316|187
静岡|10,024|437,255|447|3|9,423|154
愛知|52,349|891,300|820|9|50,528|1,001
三重|5,540|152,748|185|3|5,381|113
滋賀|5,722|164,433|103|2|5,528|91
京都|17,288|302,059|356|5|16,612|249
大阪|108,235|2,361,688|3,044|138|101,620|2,716
兵庫|42,106|540,292|750|12|40,041|1,315
奈良|8,710|181,075|223|4|8,354|133
和歌山|2,769|43,350|52|0|2,608|49
鳥取|626|92,955|123|1|479|2
島根|645|32,936|67|0|576|2
岡山|7,782|174,589|39|1|7,472|127
広島|11,747|576,388|128|4|11,418|178
山口|3,204|128,696|42|1|3,082|80
徳島|1,721|69,622|51|0|1,608|63
香川|2,148|91,790|30|0|2,091|32
愛媛|2,813|100,960|55|2|2,683|75
高知|1,980|60,591|74|2|1,877|29
福岡|36,797|888,231|731|10|35,399|528
佐賀|2,629|61,283|51|0|2,583|24
長崎|3,308|132,927|84|0|3,157|69
熊本|6,549|83,222|48|0|6,380|121
大分|3,545|181,158|41|0|3,440|64
宮崎|3,139|45,086|35|0|3,073|27
鹿児島|3,798|115,669|51|0|3,738|39
沖縄|22,323|272,364|966|39|21,135|224
（その他）|149|-|0|-|149|-
合計|854,407|16,943,672|33,006|431|805,185|15,101
