都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|133,635|1,538,827|32,414|9|99,764|1,590
青森|14,971|141,603|4,012|0|10,913|46
岩手|6,611|161,305|1,644|0|4,912|55
宮城|29,658|348,874|6,207|5|22,740|124
秋田|6,506|37,600|2,050|0|4,427|29
山形|8,623|138,856|2,526|0|6,039|58
福島|19,074|560,303|4,018|3|14,874|182
茨城|53,247|43,398|9,405|7|43,603|239
栃木|33,692|597,608|7,783|6|25,771|138
群馬|40,819|447,533|7,509|8|33,094|216
埼玉|230,946|2,023,597|39,135|61|190,712|1,099
千葉|204,011|1,504,288|39,929|22|158,899|1,107
東京|789,856|5,083,718|178,940|62|607,618|3,298
神奈川|342,631|2,180,686|61,485|96|279,718|1,428
新潟|22,293|425,649|3,947|4|18,281|65
富山|10,978|165,082|3,463|1|7,462|53
石川|18,418|258,232|4,919|7|13,327|149
福井|8,196|179,525|1,445|0|6,713|38
山梨|11,863|173,670|2,245|1|9,586|38
長野|24,453|469,096|4,990|2|17,595|114
岐阜|40,142|593,327|7,374|7|31,826|241
静岡|65,273|889,613|14,368|5|47,537|258
愛知|231,797|1,837,739|45,158|34|185,333|1,306
三重|31,117|339,392|6,124|3|25,572|197
滋賀|34,498|388,734|8,619|3|25,762|117
京都|95,234|605,952|24,748|112|68,349|328
大阪|492,259|5,218,678|140,252|718|348,665|3,340
兵庫|193,161|1,128,567|60,782|52|130,853|1,536
奈良|39,018|362,932|12,039|23|26,799|180
和歌山|17,096|103,720|4,198|10|12,696|78
鳥取|4,621|227,468|685|1|3,863|5
島根|5,137|97,893|722|0|4,408|7
岡山|38,322|398,255|6,016|11|27,673|160
広島|61,655|1,318,963|21,044|16|40,321|290
山口|16,838|318,320|2,477|2|14,252|109
徳島|7,011|142,774|1,506|1|5,441|71
香川|12,524|181,432|2,682|3|9,778|52
愛媛|13,288|236,815|2,144|3|11,045|99
高知|8,865|151,660|2,118|9|6,701|46
福岡|179,495|1,842,905|54,286|15|119,913|738
佐賀|17,268|169,408|4,094|1|12,248|44
長崎|19,841|257,793|5,243|1|14,952|87
熊本|38,660|175,595|7,790|12|30,695|175
大分|18,657|388,597|3,258|0|15,309|90
宮崎|15,102|113,595|2,809|1|12,266|62
鹿児島|23,698|235,233|4,700|2|18,460|94
沖縄|90,158|559,318|5,319|27|84,404|418
その他（その他）|149|0|0|0|149|0
合計|3,821,365|34,764,128|868,621|1,366|2,911,318|20,194
