都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|301,007|2,077,090|23,126|4|276,459|2,000
青森|48,646|225,086|3,405|0|45,142|99
岩手|28,385|252,797|2,998|3|25,301|86
宮城|75,432|527,299|4,331|2|70,590|189
秋田|25,703|58,315|2,756|1|22,887|60
山形|23,724|185,270|1,680|2|21,957|87
福島|53,087|761,683|4,171|2|48,700|216
茨城|145,814|1,240,444|3,419|2|141,972|423
栃木|82,096|718,641|4,816|0|77,014|266
群馬|84,899|599,650|3,478|0|81,861|309
埼玉|516,369|2,674,918|12,393|8|502,512|1,464
千葉|424,968|1,985,733|11,569|4|410,652|1,749
東京|1,450,564|6,507,694|64,718|10|1,381,499|4,347
神奈川|708,291|2,180,686|14,814|21|691,334|2,143
新潟|61,869|597,016|3,008|0|58,770|91
富山|32,488|229,337|1,399|1|30,997|92
石川|44,602|397,278|3,548|5|40,839|192
福井|27,767|297,059|1,121|0|26,601|45
山梨|28,854|274,619|983|0|27,809|67
長野|63,439|660,561|2,845|0|60,203|181
岐阜|86,903|814,130|3,701|1|82,664|324
静岡|148,515|1,157,963|5,032|0|137,963|403
愛知|487,238|2,524,051|20,820|10|464,396|2,022
三重|72,402|476,558|2,911|2|70,965|285
滋賀|81,888|586,330|3,212|1|78,463|213
京都|183,248|782,199|6,585|9|175,338|705
大阪|903,188|6,703,764|28,382|23|869,833|4,963
兵庫|388,109|1,473,607|10,852|9|375,059|2,198
奈良|85,647|484,113|7,262|2|78,015|370
和歌山|36,565|158,330|1,160|0|35,091|117
鳥取|12,464|355,163|803|0|11,483|14
島根|14,171|178,102|1,187|0|12,969|15
岡山|81,996|520,624|4,657|2|73,541|240
広島|128,868|1,705,414|11,649|6|116,752|467
山口|37,228|535,464|1,661|1|35,394|173
徳島|19,000|195,796|480|0|18,447|80
香川|40,126|252,862|2,110|0|37,896|120
愛媛|34,008|330,368|1,958|3|31,913|137
高知|22,006|250,894|1,311|2|20,591|104
福岡|376,777|2,485,408|15,136|7|353,837|1,217
佐賀|45,572|251,788|2,979|0|39,926|104
長崎|45,835|342,800|4,437|2|43,701|122
熊本|82,908|261,014|4,990|4|77,635|283
大分|45,012|539,422|2,621|0|42,235|156
宮崎|41,490|179,561|3,246|3|38,188|132
鹿児島|66,627|369,476|4,616|2|61,359|183
沖縄|166,262|755,949|11,254|12|154,559|447
その他（その他）|149|0|0|0|149|0
合計|7,962,206|47,122,326|335,590|166|7,581,461|29,700
