都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|21,298|458,457|806|21|19,692|754
青森|1,086|26,028|162|0|904|20
岩手|705|47,083|113|0|562|30
宮城|6,520|95,030|1,517|9|4,969|34
秋田|301|7,584|23|0|272|6
山形|1,052|37,520|278|1|757|17
福島|2,912|155,282|279|11|2,516|117
茨城|6,892|26,895|301|1|6,464|127
栃木|4,777|177,169|244|2|4,463|70
群馬|5,118|116,275|205|4|4,814|99
埼玉|33,493|662,472|1,446|37|31,343|704
千葉|30,141|487,753|1,114|16|28,450|577
東京|122,951|1,793,685|3,570|46|117,602|1,779
神奈川|48,676|709,257|1,005|26|46,884|787
新潟|1,566|85,593|225|2|1,341|18
富山|961|42,421|40|0|892|29
石川|1,957|61,396|62|1|1,829|64
福井|619|36,825|62|0|532|25
山梨|989|32,134|29|1|941|19
長野|2,957|121,164|288|1|2,648|41
岐阜|5,019|161,987|142|4|4,749|128
静岡|5,836|253,033|228|0|5,490|118
愛知|27,823|475,126|952|7|26,281|590
三重|2,853|79,034|197|1|2,668|72
滋賀|2,857|88,603|154|4|2,645|58
京都|9,757|180,959|432|1|9,175|171
大阪|55,030|1,094,543|5,129|143|48,256|1,195
兵庫|20,847|305,678|1,704|76|18,547|596
奈良|4,019|99,732|464|6|3,500|55
和歌山|1,364|27,386|150|8|1,171|18
鳥取|277|50,134|66|0|205|2
島根|288|18,022|4|0|284|0
岡山|2,762|81,422|82|3|2,575|36
広島|5,209|181,607|106|1|4,992|106
山口|1,439|68,811|38|0|1,358|43
徳島|593|33,508|123|2|451|19
香川|914|52,926|138|0|760|19
愛媛|1,518|41,928|397|3|1,097|24
高知|931|7,471|23|2|889|19
福岡|19,146|517,474|384|5|18,429|333
佐賀|1,224|32,704|64|0|1,166|13
長崎|1,645|78,704|26|0|1,580|39
熊本|3,521|58,455|32|2|3,415|74
大分|1,323|93,888|21|1|1,280|22
宮崎|1,966|24,922|21|1|1,924|22
鹿児島|1,863|74,509|65|0|1,790|28
沖縄|9,941|168,321|792|2|9,026|129
（その他）|149|-|0|-|149|-
合計|485,085|9,530,910|23,703|451|451,727|9,246
