都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,369|1,266,896|135|0|59,747|1,474
青森|5,901|104,225|0|0|5,863|38
岩手|3,487|135,686|0|0|3,434|53
宮城|16,288|264,222|2|0|16,168|118
秋田|1,934|27,617|0|0|1,907|27
山形|3,606|114,596|0|0|3,550|56
福島|9,511|469,502|16|0|9,319|176
茨城|24,480|40,574|13|1|24,247|220
栃木|15,552|526,631|42|0|15,393|117
群馬|17,276|352,550|185|1|16,915|176
埼玉|116,020|1,644,344|71|1|114,890|1,059
千葉|100,635|1,233,842|49|0|99,551|1,028
東京|382,756|4,158,125|359|2|379,223|3,174
神奈川|169,687|1,826,301|219|2|168,149|1,319
新潟|8,186|326,679|59|0|8,058|62
富山|4,869|131,784|1|0|4,816|52
石川|8,026|213,926|55|0|7,818|131
福井|3,115|126,539|0|0|3,077|38
山梨|5,161|135,182|3|0|5,129|29
長野|8,924|366,041|21|0|8,862|97
岐阜|19,276|471,910|5|0|19,052|219
静岡|26,882|725,383|16|0|26,654|209
愛知|106,719|1,507,682|36|0|105,522|1,161
三重|14,818|271,132|0|0|14,982|163
滋賀|12,471|295,507|30|0|12,337|104
京都|36,088|470,892|57|3|35,725|292
大阪|203,507|4,225,114|175|19|200,268|3,064
兵庫|78,819|861,247|88|2|77,333|1,398
奈良|15,943|281,590|7|0|15,787|149
和歌山|5,303|68,395|0|0|5,136|62
鳥取|1,669|168,871|0|0|1,639|5
島根|1,733|64,047|0|0|1,728|5
岡山|15,555|310,392|4|1|15,413|136
広島|22,181|983,656|6|0|21,973|202
山口|5,805|213,348|12|0|5,700|93
徳島|3,291|116,582|0|0|3,225|66
香川|4,705|145,256|0|0|4,666|38
愛媛|5,412|173,615|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,761|1,430,250|75|3|74,050|626
佐賀|5,866|120,378|0|0|5,891|30
長崎|6,123|203,377|4|0|6,046|73
熊本|14,396|124,852|0|0|14,260|136
大分|8,187|305,931|0|0|8,103|84
宮崎|6,153|73,148|0|0|6,096|41
鹿児島|9,118|176,445|13|0|9,039|66
沖縄|50,486|436,090|122|3|49,972|398
その他（その他）|149|0|0|0|149|0
合計|1,726,366|27,795,799|1,880|38|1,706,326|18,379
