都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|309,756|2,098,219|19,814|3|286,984|2,003
青森|49,789|228,311|1,962|0|47,727|100
岩手|29,394|255,693|2,836|2|26,472|86
宮城|76,980|532,940|2,930|1|73,292|191
秋田|26,652|58,804|2,553|1|24,035|64
山形|24,423|185,757|1,772|2|22,564|87
福島|54,848|766,902|4,325|2|50,307|216
茨城|147,412|1,240,444|2,481|1|144,507|424
栃木|83,718|722,030|3,777|2|79,675|266
群馬|86,216|604,612|3,104|0|83,737|309
埼玉|521,648|2,695,870|11,155|3|509,010|1,483
千葉|428,477|1,985,733|11,569|4|410,652|1,753
東京|1,464,085|6,543,848|60,448|8|1,399,269|4,368
神奈川|714,398|2,180,686|12,521|15|699,730|2,147
新潟|63,425|601,486|2,920|0|60,414|91
富山|33,016|230,693|1,542|1|31,382|92
石川|45,933|401,197|3,156|7|42,562|192
福井|28,750|300,391|1,231|0|27,474|45
山梨|29,297|297,841|845|0|28,389|67
長野|64,894|671,246|2,694|0|61,844|181
岐阜|88,708|821,063|3,127|2|84,835|324
静岡|150,748|1,164,154|4,791|0|143,682|404
愛知|492,905|2,555,881|17,379|10|473,500|2,026
三重|73,731|487,499|2,548|3|72,672|285
滋賀|82,937|591,294|2,227|1|80,497|213
京都|186,104|787,035|6,545|13|177,686|706
大阪|913,407|6,740,043|24,879|23|883,559|4,967
兵庫|392,221|1,484,101|9,856|9|380,161|2,205
奈良|86,541|486,463|6,140|2|80,029|372
和歌山|37,404|160,222|1,186|0|35,900|117
鳥取|12,775|358,765|676|0|11,921|14
島根|14,593|187,665|1,000|1|13,578|15
岡山|84,375|534,328|3,546|1|77,977|241
広島|131,810|1,740,436|10,943|4|120,398|469
山口|38,067|535,464|1,663|1|36,230|174
徳島|19,346|197,434|564|0|18,707|80
香川|41,332|254,675|2,162|0|39,048|122
愛媛|34,880|335,396|1,673|3|33,070|137
高知|22,802|250,894|1,444|2|21,251|107
福岡|383,912|2,511,625|13,327|6|361,933|1,224
佐賀|46,834|254,986|2,377|0|41,579|105
長崎|47,325|346,269|3,949|2|45,781|123
熊本|84,333|261,889|4,512|5|79,537|284
大分|46,380|543,506|2,423|2|43,800|157
宮崎|43,088|181,302|3,126|3|39,899|135
鹿児島|69,229|375,977|4,380|2|63,930|186
沖縄|173,422|766,145|12,990|16|159,989|448
その他（その他）|149|0|0|0|149|0
合計|8,082,469|47,517,214|303,068|163|7,731,324|29,805
