都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|44,908|861,588|1,912|5|41,447|1,426
青森|2,725|56,702|122|0|2,571|32
岩手|2,025|94,232|138|0|1,840|47
宮城|9,975|173,017|333|3|9,530|91
秋田|1,024|17,561|42|1|962|20
山形|2,168|72,276|80|0|2,041|47
福島|5,907|315,100|643|10|5,102|162
茨城|12,834|35,004|1,323|6|11,342|169
栃木|8,462|351,241|887|13|7,488|87
群馬|8,936|216,646|632|4|8,149|155
埼玉|58,604|1,095,346|8,754|56|49,000|850
千葉|50,731|792,511|5,239|36|44,758|734
東京|223,221|2,832,447|25,431|114|195,497|2,293
神奈川|86,292|1,173,743|8,906|88|76,397|989
新潟|4,096|196,677|421|2|3,621|54
富山|2,321|82,493|188|1|2,095|38
石川|5,242|137,521|828|5|4,289|118
福井|1,665|80,121|220|0|1,409|36
山梨|2,457|72,269|219|0|2,218|21
長野|5,370|227,324|240|0|5,107|94
岐阜|9,825|295,937|196|2|9,441|188
静岡|11,029|457,647|1,071|3|9,801|157
愛知|54,237|922,462|1,892|10|51,337|1,008
三重|5,832|159,799|297|4|5,569|114
滋賀|6,122|171,028|370|3|5,659|93
京都|18,617|313,314|1,149|21|17,099|249
大阪|115,473|2,492,853|7,028|219|104,755|2,722
兵庫|44,304|560,310|1,812|23|41,176|1,316
奈良|9,168|187,872|453|9|8,582|133
和歌山|3,044|45,437|236|13|2,688|49
鳥取|813|99,292|182|1|578|2
島根|749|36,029|92|1|655|2
岡山|8,329|183,050|245|3|7,612|127
広島|12,206|594,390|327|6|11,619|179
山口|3,309|130,605|113|0|3,116|80
徳島|1,804|72,851|80|1|1,661|63
香川|2,335|94,552|184|0|2,123|32
愛媛|2,941|105,846|127|3|2,737|77
高知|2,108|64,615|115|6|1,964|29
福岡|40,162|925,442|2,975|14|36,296|534
佐賀|2,782|64,684|125|0|2,646|24
長崎|3,507|137,651|192|0|3,247|69
熊本|7,096|86,160|498|0|6,477|121
大分|3,704|187,025|160|0|3,480|64
宮崎|3,267|46,053|116|0|3,113|27
鹿児島|4,019|120,162|191|0|3,808|39
沖縄|25,337|285,810|2,789|68|22,278|236
（その他）|149|-|0|-|149|-
合計|941,231|17,724,695|79,573|754|844,529|15,197
