都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|400,468|2,459,219|11,821|1|385,877|2,106
青森|71,922|282,774|6,007|0|65,794|121
岩手|43,456|318,377|4,138|0|39,218|100
宮城|103,289|655,110|5,751|2|96,735|205
秋田|35,010|64,750|2,340|1|32,598|72
山形|33,581|205,483|2,414|0|31,069|98
福島|72,036|899,894|4,100|0|67,708|228
茨城|175,864|1,436,109|6,386|3|169,022|456
栃木|101,773|796,256|5,816|0|95,674|283
群馬|104,995|702,390|7,331|0|100,110|325
埼玉|627,094|3,087,688|41,907|9|583,518|1,669
千葉|512,152|2,277,930|16,144|3|466,801|1,816
東京|1,782,446|7,555,610|134,832|15|1,643,016|4,598
神奈川|861,777|3,364,090|49,401|27|810,124|2,252
新潟|82,951|717,403|5,082|0|77,778|91
富山|44,822|271,917|3,731|0|40,994|97
石川|66,935|541,040|4,863|1|61,850|199
福井|44,411|356,989|3,490|0|40,873|48
山梨|37,188|389,640|2,006|0|35,124|68
長野|85,274|797,897|4,839|0|79,912|206
岐阜|121,289|987,243|7,996|2|112,272|352
静岡|200,659|1,372,389|14,692|0|179,299|427
愛知|630,824|3,008,507|46,330|4|582,385|2,109
三重|99,155|585,201|8,126|1|92,909|318
滋賀|105,512|706,629|6,684|2|98,605|223
京都|235,045|907,219|15,821|28|216,570|759
大阪|1,121,851|7,797,127|84,246|12|1,032,372|5,233
兵庫|489,377|1,741,675|28,244|9|458,873|2,260
奈良|107,001|563,952|9,205|4|97,402|394
和歌山|52,215|197,790|3,967|1|47,897|121
鳥取|21,099|455,867|3,168|0|17,674|20
島根|32,042|259,130|8,159|0|23,857|26
岡山|113,128|644,258|3,019|0|105,212|252
広島|181,960|2,034,185|9,025|3|172,435|500
山口|56,172|629,555|4,859|0|51,131|182
徳島|27,803|239,730|2,303|1|25,430|86
香川|56,180|304,319|3,779|1|52,268|133
愛媛|55,056|415,774|7,041|2|47,870|145
高知|34,789|330,875|2,653|1|32,020|116
福岡|510,361|2,990,038|37,479|0|461,722|1,296
佐賀|69,549|315,781|7,539|0|58,466|115
長崎|74,203|472,016|6,892|1|69,517|133
熊本|134,819|339,033|13,552|3|120,944|323
大分|70,279|661,526|7,606|0|62,499|174
宮崎|70,092|199,222|7,485|0|62,353|152
鹿児島|111,852|478,858|11,235|1|99,209|218
沖縄|297,933|982,001|28,911|17|268,455|497
その他（その他）|149|0|0|0|149|0
合計|10,367,838|56,800,466|712,415|155|9,573,590|31,602
