都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|298,917|2,072,615|23,961|4|273,792|1,999
青森|48,400|224,804|3,349|0|44,953|98
岩手|28,164|252,045|3,045|1|25,033|86
宮城|75,106|526,552|4,695|2|69,835|188
秋田|25,530|58,315|2,765|1|22,705|60
山形|23,587|185,270|1,717|2|21,783|87
福島|52,768|761,683|4,231|2|48,321|216
茨城|145,316|1,240,444|3,603|2|141,290|423
栃木|81,889|717,141|5,226|0|76,397|266
群馬|84,899|599,650|3,588|0|81,446|309
埼玉|515,104|2,673,874|13,026|9|500,619|1,459
千葉|424,030|1,956,927|14,957|5|398,910|1,749
東京|1,447,565|6,487,257|65,885|11|1,377,339|4,341
神奈川|706,511|2,180,686|15,843|23|688,529|2,139
新潟|61,444|596,611|3,056|0|58,297|91
富山|32,355|229,337|1,378|1|30,885|92
石川|44,109|396,416|3,223|2|40,671|192
福井|27,528|296,257|1,087|0|26,396|45
山梨|28,854|274,619|983|0|27,809|67
長野|63,119|660,561|2,971|0|59,745|181
岐阜|86,689|813,901|3,804|1|82,081|324
静岡|147,935|1,157,963|5,035|0|137,963|403
愛知|485,308|2,524,051|21,021|11|462,267|2,020
三重|72,077|476,558|3,239|2|70,312|285
滋賀|81,625|585,760|3,264|0|78,148|213
京都|182,628|781,213|6,895|14|174,284|705
大阪|901,643|6,695,335|29,824|24|866,845|4,963
兵庫|386,748|1,470,314|10,829|8|373,725|2,198
奈良|85,294|484,113|7,269|2|77,655|370
和歌山|36,427|157,798|1,290|2|34,825|115
鳥取|12,380|354,890|1,021|0|11,199|14
島根|14,093|178,102|1,312|0|12,766|15
岡山|81,393|520,624|4,657|2|73,541|240
広島|128,130|1,705,414|11,847|8|115,817|466
山口|37,058|527,281|1,657|1|35,228|173
徳島|18,938|195,707|490|0|18,374|80
香川|39,914|252,433|2,202|0|37,592|120
愛媛|33,905|330,223|2,093|3|31,675|137
高知|21,856|250,894|1,304|2|20,448|104
福岡|375,220|2,480,686|15,401|8|351,739|1,216
佐賀|45,397|251,339|3,020|0|39,520|104
長崎|45,524|342,049|4,482|2|43,300|122
熊本|82,908|260,542|4,990|4|77,635|283
大分|44,765|539,256|2,751|0|41,858|156
宮崎|41,116|179,325|3,392|3|37,668|132
鹿児島|66,158|368,194|4,846|2|60,426|182
沖縄|165,061|754,634|11,183|10|153,417|447
その他（その他）|149|0|0|0|149|0
合計|7,935,534|47,029,663|347,707|174|7,535,212|29,675
