都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,550|1,280,380|212|0|59,864|1,475
青森|5,906|104,962|5|0|5,863|38
岩手|3,495|136,707|8|0|3,434|53
宮城|16,294|264,222|3|0|16,171|118
秋田|1,934|27,668|0|0|1,907|27
山形|3,608|115,666|2|0|3,550|56
福島|9,533|472,020|30|0|9,327|176
茨城|24,495|40,590|14|0|24,261|220
栃木|15,655|530,707|112|0|15,426|117
群馬|17,316|355,311|136|2|17,102|177
埼玉|116,137|1,657,350|130|1|114,948|1,059
千葉|100,745|1,243,478|91|1|99,602|1,028
東京|383,344|4,200,967|696|1|379,473|3,175
神奈川|169,905|1,839,374|214|2|168,372|1,319
新潟|8,261|329,768|85|0|8,114|62
富山|4,869|132,342|0|0|4,817|52
石川|8,056|215,180|65|0|7,833|136
福井|3,118|127,226|3|0|3,077|38
山梨|5,161|135,182|0|0|5,132|29
長野|8,985|368,727|51|0|8,893|97
岐阜|19,292|474,843|7|0|19,057|219
静岡|26,908|733,273|19|0|26,663|209
愛知|106,825|1,516,048|115|0|105,549|1,161
三重|14,825|273,776|6|0|14,983|163
滋賀|12,536|298,142|66|0|12,366|104
京都|36,249|475,712|174|15|35,761|292
大阪|203,996|4,273,548|540|19|200,392|3,064
兵庫|78,915|870,997|103|2|77,414|1,398
奈良|15,984|283,091|43|0|15,792|149
和歌山|5,304|68,602|0|0|5,136|62
鳥取|1,669|170,621|0|0|1,639|5
島根|1,768|64,047|35|0|1,728|5
岡山|15,566|310,392|2|0|15,417|136
広島|22,300|990,011|118|1|21,980|202
山口|5,941|215,836|133|0|5,715|93
徳島|3,292|117,352|2|0|3,225|66
香川|4,712|146,139|7|0|4,666|38
愛媛|5,412|175,092|0|0|5,330|82
高知|4,168|112,478|1|0|4,134|33
福岡|74,823|1,444,144|87|3|74,099|627
佐賀|5,881|121,817|7|0|5,893|30
長崎|6,127|204,816|8|0|6,047|73
熊本|14,397|124,944|0|0|14,261|136
大分|8,188|307,843|1|0|8,103|84
宮崎|6,153|73,154|0|0|6,096|41
鹿児島|9,128|177,332|4|0|9,053|66
沖縄|50,895|441,752|457|7|50,046|398
その他（その他）|149|0|0|0|149|0
合計|1,729,770|28,043,629|3,792|54|1,707,860|18,388
