都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|147,303|1,577,793|29,527|8|115,731|1,643
青森|16,783|148,214|3,395|0|13,335|53
岩手|7,552|166,647|1,947|1|5,550|55
宮城|33,249|362,107|6,285|11|25,946|126
秋田|7,392|39,758|1,867|1|5,494|31
山形|9,572|143,779|2,200|0|7,312|60
福島|20,927|577,972|3,560|3|17,185|182
茨城|59,017|43,645|8,971|15|49,793|253
栃木|37,994|604,984|7,108|7|30,732|154
群馬|44,712|461,085|7,695|11|36,788|229
埼玉|260,732|2,083,494|40,179|62|219,428|1,125
千葉|226,524|1,536,753|43,708|32|175,917|1,170
東京|863,984|5,207,645|179,602|81|681,004|3,378
神奈川|378,477|2,180,686|52,441|101|324,553|1,483
新潟|24,689|440,196|4,178|4|20,446|65
富山|13,036|172,068|4,531|2|8,448|57
石川|20,154|269,039|3,957|5|16,019|155
福井|9,460|191,126|1,562|4|7,860|38
山梨|13,833|173,670|2,346|4|11,453|38
長野|26,828|484,010|4,754|1|20,854|129
岐阜|45,066|613,126|7,589|7|36,085|249
静岡|72,719|916,612|14,064|3|57,753|277
愛知|260,036|1,917,730|40,136|49|218,520|1,380
三重|34,510|339,392|6,057|5|29,143|213
滋賀|38,942|399,952|8,847|4|29,975|120
京都|105,574|621,462|23,794|95|78,739|353
大阪|551,800|5,343,451|139,016|760|409,267|3,509
兵庫|214,467|1,162,769|55,227|52|157,623|1,638
奈良|44,517|378,404|13,772|21|30,538|207
和歌山|19,175|109,069|3,649|9|15,309|88
鳥取|5,029|233,851|688|0|4,263|5
島根|5,500|103,516|698|0|4,795|7
岡山|42,112|398,255|6,016|11|27,673|175
広島|65,706|1,330,077|19,330|18|46,049|327
山口|18,243|339,555|2,466|2|15,665|112
徳島|7,977|147,191|1,534|0|6,375|71
香川|14,286|185,986|2,898|3|11,319|57
愛媛|14,484|239,230|2,057|4|12,322|105
高知|10,071|161,494|2,254|14|7,760|57
福岡|199,022|1,897,158|48,736|19|143,448|795
佐賀|19,422|175,296|3,794|3|14,160|51
長崎|21,608|264,508|4,959|1|17,286|95
熊本|42,221|182,464|7,466|19|34,567|188
大分|20,420|401,263|2,975|0|17,353|92
宮崎|16,223|118,056|2,351|1|13,844|72
鹿児島|26,369|245,776|4,348|4|21,321|102
沖縄|93,076|567,515|5,219|25|87,442|421
その他（その他）|149|0|0|0|149|0
合計|4,230,942|35,657,829|839,753|1,482|3,342,591|21,190
