都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,110|763,360|2,053|25|37,789|1,369
青森|2,455|49,382|21|0|2,403|31
岩手|1,643|82,963|58|2|1,539|46
宮城|9,085|154,372|63|4|8,928|87
秋田|787|14,508|27|1|740|20
山形|2,020|64,402|23|3|1,950|47
福島|4,803|272,553|107|5|4,535|161
茨城|10,315|33,116|202|5|9,951|162
栃木|6,857|280,890|186|12|6,590|81
群馬|8,013|189,483|65|8|7,797|151
埼玉|45,785|948,563|896|21|44,062|827
千葉|39,463|662,404|967|19|37,795|701
東京|170,375|2,463,348|3,590|44|164,572|2,213
神奈川|65,962|1,014,109|1,475|40|63,548|939
新潟|3,390|165,410|58|3|3,285|47
富山|2,026|71,856|74|2|1,915|37
石川|3,922|118,892|62|1|3,743|114
福井|1,180|63,899|114|0|1,032|34
山梨|2,019|50,098|218|0|1,780|21
長野|5,002|198,438|79|1|4,907|91
岐阜|9,401|264,946|140|8|9,076|185
静岡|9,092|392,433|287|4|8,656|149
愛知|50,575|808,212|1,474|43|48,158|943
三重|5,206|137,890|79|4|5,154|110
滋賀|5,518|146,778|154|5|5,274|90
京都|16,499|277,206|204|15|16,038|236
大阪|102,714|2,065,081|1,523|187|97,754|2,624
兵庫|40,759|496,779|338|28|39,148|1,275
奈良|8,208|164,823|154|8|7,927|127
和歌山|2,666|41,497|13|3|2,546|49
鳥取|466|81,445|2|0|455|2
島根|551|29,236|4|1|546|1
岡山|7,582|158,467|139|4|7,302|125
広島|11,424|534,171|244|12|10,983|167
山口|3,117|119,622|83|1|2,960|74
徳島|1,653|63,662|12|0|1,578|63
香川|2,085|84,058|30|2|2,030|30
愛媛|2,750|93,808|16|3|2,659|75
高知|1,763|10,972|99|4|1,640|24
福岡|35,306|813,689|764|25|33,997|516
佐賀|2,549|55,469|11|0|2,548|24
長崎|3,123|121,850|73|0|2,981|69
熊本|6,457|81,251|83|8|6,261|113
大分|3,487|164,620|45|1|3,380|62
宮崎|3,070|43,933|15|0|3,018|27
鹿児島|3,643|109,764|79|1|3,562|38
沖縄|20,328|245,544|1,504|66|18,659|171
（その他）|149|-|0|-|149|-
合計|786,353|15,269,252|17,907|629|753,300|14,548
