都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|427,479|2,512,877|27,312|4|396,703|2,123
青森|82,102|295,538|10,878|0|71,093|131
岩手|49,619|332,972|6,655|0|42,859|105
宮城|119,109|682,480|14,137|6|102,261|207
秋田|40,693|67,300|6,567|1|34,049|77
山形|37,942|209,908|4,830|0|33,019|103
福島|78,951|925,620|8,498|1|70,224|229
茨城|192,173|1,477,266|13,957|3|177,750|466
栃木|115,399|808,921|14,788|3|100,323|288
群馬|121,994|733,347|18,766|2|102,894|334
埼玉|698,583|3,204,122|80,933|21|615,980|1,670
千葉|571,067|2,324,540|32,648|5|480,588|1,833
東京|1,995,528|7,864,982|223,341|21|1,767,556|4,631
神奈川|951,187|3,607,608|70,443|39|878,467|2,277
新潟|94,908|745,552|11,799|5|83,018|91
富山|52,144|282,503|9,273|2|42,771|100
石川|75,064|564,418|8,783|0|66,058|200
福井|50,828|370,543|6,888|0|43,887|53
山梨|44,182|401,267|5,596|0|38,547|70
長野|96,172|831,385|8,588|0|84,544|209
岐阜|137,462|1,018,928|13,985|1|119,652|358
静岡|234,131|1,438,399|31,251|1|198,284|439
愛知|707,651|3,109,246|84,059|10|621,470|2,122
三重|112,659|601,120|14,867|0|99,808|328
滋賀|116,527|729,800|12,326|2|103,976|225
京都|262,630|932,671|30,836|48|227,068|766
大阪|1,264,320|8,050,790|170,373|39|1,088,670|5,277
兵庫|544,001|1,820,448|57,240|15|484,483|2,286
奈良|118,922|590,582|16,619|11|101,899|404
和歌山|59,722|210,490|6,186|3|53,154|124
鳥取|24,797|491,144|4,499|0|20,025|22
島根|39,082|273,942|8,281|3|30,764|37
岡山|125,093|657,510|5,799|1|107,799|256
広島|196,687|2,084,544|15,496|7|180,682|509
山口|65,306|642,271|9,928|1|55,184|194
徳島|31,841|247,003|4,169|2|27,616|88
香川|63,816|313,927|7,840|0|55,837|139
愛媛|64,568|435,230|10,620|2|53,800|148
高知|39,619|352,706|5,142|4|34,358|119
福岡|590,342|3,125,839|72,272|9|498,529|1,326
佐賀|80,434|329,073|10,244|0|65,259|122
長崎|88,000|504,870|11,648|1|76,274|137
熊本|167,877|364,146|22,301|9|145,224|352
大分|82,895|690,421|12,029|1|70,688|178
宮崎|82,380|204,663|12,645|1|69,429|159
鹿児島|131,140|509,377|18,128|2|109,642|221
沖縄|333,128|1,014,614|37,227|25|295,225|507
その他（その他）|149|0|0|0|149|0
合計|11,660,303|58,986,903|1,290,690|311|10,227,539|32,040
