都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|540,802|2,693,290|59,743|7|479,080|2,234
青森|105,981|325,022|13,895|0|91,930|156
岩手|68,259|372,047|9,394|0|58,736|129
宮城|171,550|748,833|27,181|10|140,944|243
秋田|57,934|69,427|13,657|3|44,194|83
山形|55,415|219,141|10,751|1|44,560|114
福島|104,996|983,888|16,626|4|88,135|235
茨城|256,092|1,477,266|22,384|7|233,198|510
栃木|158,834|861,904|27,683|8|130,813|338
群馬|157,580|783,045|48,840|3|115,242|375
埼玉|908,373|3,487,443|82,994|42|823,577|1,802
千葉|732,425|2,547,441|66,042|19|633,518|2,010
東京|2,545,525|8,479,072|247,606|43|2,293,031|4,888
神奈川|1,196,045|4,000,427|78,783|73|1,114,790|2,472
新潟|142,606|813,734|22,703|2|119,800|103
富山|75,334|305,272|14,455|5|60,764|115
石川|102,630|626,007|14,745|2|87,651|211
福井|73,669|401,104|11,188|3|62,421|60
山梨|63,378|443,620|9,207|0|54,163|89
長野|131,658|887,705|16,377|2|111,876|227
岐阜|191,998|1,112,470|29,050|3|158,643|400
静岡|329,942|1,563,542|45,568|13|275,276|530
愛知|959,870|3,422,292|132,450|36|825,110|2,310
三重|159,861|669,849|27,011|1|135,573|378
滋賀|160,396|810,271|25,953|3|134,187|256
京都|352,236|1,049,867|65,922|83|282,680|797
大阪|1,617,938|8,656,180|216,366|60|1,395,959|5,613
兵庫|728,623|2,064,821|91,857|42|634,344|2,431
奈良|157,467|643,902|35,891|11|121,143|433
和歌山|86,724|251,903|12,407|5|73,843|165
鳥取|37,785|567,756|7,760|1|29,613|30
島根|53,784|307,215|8,602|0|45,124|58
岡山|172,807|723,970|20,921|11|140,502|296
広島|264,865|2,221,351|48,950|11|215,367|548
山口|96,349|707,582|17,160|3|78,959|230
徳島|46,524|266,778|7,767|4|38,717|96
香川|88,879|344,093|13,461|3|75,226|192
愛媛|95,982|500,921|19,620|6|76,175|187
高知|57,371|386,929|11,235|11|45,982|154
福岡|801,338|3,452,295|103,485|21|675,361|1,481
佐賀|108,558|364,048|13,693|0|87,318|160
長崎|128,054|581,787|33,320|3|97,278|169
熊本|229,616|434,793|30,712|15|198,471|433
大分|116,968|761,850|14,903|2|101,855|210
宮崎|123,779|219,010|21,535|5|101,678|212
鹿児島|190,565|596,458|28,670|5|157,635|293
沖縄|416,722|1,077,825|33,120|21|382,714|537
その他（その他）|149|0|0|0|149|0
合計|15,424,236|64,285,446|1,931,643|613|13,373,305|34,993
