都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|243,399|1,919,871|19,583|6|221,557|1,948
青森|40,402|204,682|4,890|0|35,423|89
岩手|21,267|226,257|3,409|1|17,778|80
宮城|63,861|477,068|5,897|3|57,216|176
秋田|19,218|52,544|3,085|2|16,084|49
山形|19,310|174,545|2,258|2|16,972|80
福島|41,501|699,604|5,876|2|35,425|200
茨城|126,375|44,830|8,005|3|117,977|393
栃木|68,956|686,880|6,325|3|62,378|253
群馬|75,274|557,906|4,620|1|70,358|296
埼玉|462,773|2,520,687|26,820|16|434,542|1,411
千葉|384,440|1,861,841|21,545|9|358,547|1,684
東京|1,326,924|6,141,221|105,718|29|1,216,972|4,234
神奈川|639,865|2,180,686|30,023|22|607,771|2,071
新潟|49,717|541,497|5,588|0|44,038|91
富山|29,680|216,636|2,326|3|27,269|85
石川|37,387|361,289|2,884|1|34,294|186
福井|23,183|271,553|1,213|1|21,925|45
山梨|24,979|253,702|1,851|1|23,074|64
長野|50,166|599,475|5,068|0|43,942|168
岐阜|74,330|752,325|4,762|1|68,763|318
静岡|131,090|1,066,008|8,555|1|119,951|387
愛知|436,286|2,370,814|22,916|18|411,382|1,988
三重|61,608|439,857|5,319|1|57,576|274
滋賀|73,600|536,610|4,499|0|68,902|199
京都|164,503|739,306|9,541|6|153,374|680
大阪|832,818|6,342,347|40,907|275|787,063|4,817
兵庫|350,809|1,392,123|15,333|8|333,339|2,138
奈良|77,383|457,115|8,584|8|69,446|353
和歌山|30,923|142,538|1,507|0|29,130|110
鳥取|10,063|315,525|704|0|9,230|14
島根|10,704|148,690|1,303|0|9,390|11
岡山|68,229|493,254|3,679|2|61,607|225
広島|106,273|1,571,842|10,762|5|95,060|451
山口|32,381|495,987|2,767|1|29,447|167
徳島|17,082|183,814|762|2|16,246|79
香川|32,671|233,924|2,543|2|30,014|114
愛媛|27,702|305,190|2,546|4|25,025|131
高知|18,464|224,224|1,349|2|17,014|101
福岡|325,927|2,310,432|32,101|9|285,770|1,154
佐賀|35,658|226,542|3,109|0|30,051|92
長崎|36,096|316,367|3,614|0|34,001|117
熊本|69,261|237,793|5,346|6|63,639|276
大分|36,357|497,779|3,268|2|32,944|145
宮崎|30,511|160,548|4,806|1|25,660|120
鹿児島|50,714|324,831|5,769|0|44,164|171
沖縄|134,193|684,852|10,042|6|123,706|441
その他（その他）|149|0|0|0|149|0
合計|7,024,462|42,963,411|483,377|465|6,495,585|28,676
