都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|395,192|2,445,325|8,603|1|383,404|2,105
青森|69,408|279,998|4,821|0|64,469|118
岩手|41,923|314,885|3,242|0|38,583|98
宮城|100,858|652,416|4,383|1|95,421|203
秋田|34,115|64,750|1,767|1|32,276|72
山形|32,814|205,483|1,912|0|30,804|98
福島|70,442|899,894|3,133|0|67,081|228
茨城|172,407|1,436,109|4,610|2|167,342|455
栃木|99,325|791,780|4,234|0|94,809|282
群馬|104,995|702,390|5,341|0|99,331|323
埼玉|608,796|3,070,411|32,894|7|574,234|1,668
千葉|497,665|2,277,930|16,144|3|466,801|1,814
東京|1,733,041|7,527,573|109,902|16|1,618,545|4,594
神奈川|836,549|3,364,090|38,219|22|796,079|2,251
新潟|80,681|713,058|3,743|0|76,847|91
富山|43,655|271,917|2,981|0|40,577|97
石川|65,023|533,161|3,839|1|60,962|199
福井|42,825|354,212|2,626|0|40,152|47
山梨|37,188|389,640|2,006|0|35,124|68
長野|83,211|797,897|3,689|0|78,950|206
岐阜|118,402|980,063|6,493|1|110,493|351
静岡|193,884|1,372,389|13,676|0|179,299|425
愛知|610,984|3,008,507|34,224|1|574,653|2,107
三重|96,001|585,201|6,456|1|91,386|317
滋賀|102,726|702,633|5,217|1|97,286|223
京都|228,469|900,893|13,121|18|212,650|758
大阪|1,093,837|7,738,816|67,199|9|1,021,407|5,231
兵庫|473,305|1,715,699|20,712|5|450,335|2,260
奈良|103,541|563,952|6,713|1|96,434|394
和歌山|50,331|193,513|3,317|0|46,671|118
鳥取|19,915|449,505|2,950|0|16,728|20
島根|30,043|259,130|8,073|0|21,944|26
岡山|110,607|644,258|3,019|0|105,212|252
広島|178,004|2,025,951|6,834|3|170,671|499
山口|54,206|629,555|3,737|0|50,288|181
徳島|26,816|237,764|1,744|0|25,002|86
香川|54,592|302,209|2,869|0|51,591|132
愛媛|53,015|413,376|6,571|2|46,300|144
高知|33,819|330,875|2,267|0|31,436|116
福岡|493,731|2,959,214|28,008|0|452,476|1,292
佐賀|67,181|312,228|6,442|0|56,601|114
長崎|74,203|472,016|5,664|0|68,424|129
熊本|132,178|330,579|12,035|3|119,822|321
大分|67,455|657,491|6,607|0|60,674|174
宮崎|67,213|197,879|6,601|0|60,364|150
鹿児島|107,261|470,708|8,955|0|96,490|217
沖縄|287,874|972,737|23,607|15|263,727|497
その他（その他）|149|0|0|0|149|0
合計|10,079,855|56,520,060|571,200|114|9,440,304|31,551
