都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|363,161|2,275,176|14,286|2|347,815|2,068
青森|57,373|249,560|1,452|0|55,817|104
岩手|35,424|282,852|2,151|0|33,182|91
宮城|88,039|590,310|2,510|0|85,057|198
秋田|30,738|62,430|1,012|0|29,658|68
山形|28,831|195,471|1,080|0|27,657|94
福島|64,208|833,109|1,558|0|62,428|222
茨城|159,774|1,343,469|1,608|0|157,727|439
栃木|91,534|753,508|1,583|1|89,677|274
群馬|94,865|649,686|1,839|0|92,863|320
埼玉|553,437|2,853,469|6,469|0|545,349|1,619
千葉|451,806|2,102,896|5,217|1|442,606|1,780
東京|1,549,240|6,928,777|26,779|2|1,517,940|4,521
神奈川|756,897|2,180,686|8,379|11|746,312|2,206
新潟|72,723|656,321|1,952|1|70,680|91
富山|37,724|250,727|1,785|1|35,846|93
石川|56,600|464,510|1,968|1|54,413|196
福井|35,845|328,248|1,060|0|34,740|45
山梨|32,882|336,886|971|0|31,846|68
長野|74,269|731,727|1,796|1|72,198|200
岐阜|102,928|898,355|3,684|0|98,505|339
静岡|172,023|1,257,019|4,540|1|165,976|414
愛知|544,995|2,741,632|13,245|7|529,679|2,071
三重|83,085|528,933|1,981|1|82,782|302
滋賀|91,509|648,332|2,043|0|89,247|219
京都|204,613|838,719|4,445|6|199,095|718
大阪|980,351|7,145,243|18,409|16|956,872|5,070
兵庫|427,287|1,571,784|7,870|4|417,183|2,234
奈良|93,239|519,455|1,864|0|90,988|387
和歌山|42,523|173,988|644|1|41,553|117
鳥取|15,306|403,285|637|0|14,451|20
島根|17,144|216,324|549|0|16,580|15
岡山|99,560|588,609|3,285|2|94,797|248
広島|158,922|1,897,602|7,244|1|151,192|486
山口|45,601|578,248|2,023|0|43,401|177
徳島|22,529|216,362|690|0|21,755|85
香川|48,739|278,632|1,309|0|47,303|127
愛媛|40,355|365,970|1,561|1|38,655|139
高知|28,002|290,944|1,024|1|26,865|113
福岡|429,508|2,704,471|10,115|2|411,815|1,261
佐賀|52,871|280,105|1,330|0|49,034|106
長崎|59,687|389,166|3,179|0|56,688|124
熊本|99,535|284,700|3,813|2|95,429|293
大分|54,975|593,237|1,733|0|53,081|161
宮崎|54,074|191,792|2,412|0|51,594|142
鹿児島|84,574|419,508|3,306|2|80,662|200
沖縄|220,761|856,310|11,168|9|209,066|462
その他（その他）|149|0|0|0|149|0
合計|8,910,215|50,948,543|199,558|77|8,668,208|30,727
