都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|371,416|2,317,927|9,691|1|360,396|2,079
青森|58,990|255,624|1,232|0|57,651|107
岩手|36,631|289,190|1,312|0|35,224|95
宮城|90,461|605,180|1,972|1|87,990|198
秋田|31,470|63,290|997|0|30,403|70
山形|29,458|197,774|666|0|28,697|95
福島|65,086|850,077|1,014|1|63,849|223
茨城|161,738|1,380,150|1,207|1|160,090|441
栃木|92,557|761,367|1,139|1|91,144|274
群馬|96,365|661,934|1,152|0|94,892|321
埼玉|558,809|2,894,803|4,531|2|552,636|1,642
千葉|455,806|2,137,268|3,616|1|447,563|1,786
東京|1,564,608|7,035,524|17,026|0|1,543,039|4,543
神奈川|765,402|3,000,418|5,598|7|757,587|2,217
新潟|73,890|671,164|937|0|72,862|91
富山|38,560|255,836|1,148|0|37,319|93
石川|58,104|476,588|1,308|0|56,576|197
福井|37,190|335,390|881|0|36,264|45
山梨|33,598|346,457|488|0|33,045|68
長野|75,801|750,624|1,127|0|74,436|203
岐阜|105,778|916,144|2,317|1|102,747|341
静岡|175,048|1,283,192|2,657|1|171,799|419
愛知|553,762|2,831,120|8,201|4|543,479|2,082
三重|84,519|538,285|1,147|1|85,072|306
滋賀|92,941|658,888|1,430|0|91,291|220
京都|207,400|850,659|2,760|3|203,617|729
大阪|992,562|7,266,413|13,165|9|974,299|5,098
兵庫|433,402|1,596,959|5,234|2|425,929|2,240
奈良|94,396|529,216|1,470|0|92,537|389
和歌山|43,197|176,378|435|0|42,434|118
鳥取|15,672|411,646|367|0|15,084|20
島根|17,451|221,138|292|0|17,143|16
岡山|101,772|597,565|2,154|1|97,944|249
広島|163,242|1,941,289|4,586|0|158,166|490
山口|47,042|587,797|1,268|0|45,596|178
徳島|23,287|220,950|641|0|22,562|85
香川|49,664|283,695|755|0|48,781|128
愛媛|41,824|373,156|1,319|1|40,365|140
高知|28,949|304,291|969|0|27,867|113
福岡|436,540|2,750,911|6,493|0|422,740|1,265
佐賀|54,062|286,091|924|0|50,512|106
長崎|62,071|408,119|2,227|0|59,723|124
熊本|103,162|289,143|2,628|3|100,237|297
大分|56,176|604,735|959|1|55,054|163
宮崎|55,711|193,151|1,382|0|54,114|144
鹿児島|88,099|429,688|2,645|2|84,767|206
沖縄|232,589|886,928|10,583|9|221,430|473
その他（その他）|149|0|0|0|149|0
合計|9,056,407|52,724,132|136,050|53|8,877,101|30,927
