都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|356,972|2,244,156|20,087|6|336,110|2,060
青森|56,255|245,014|2,143|0|54,008|104
岩手|34,478|278,521|2,545|0|31,843|90
宮城|86,418|578,509|3,361|1|82,569|196
秋田|30,251|61,754|1,342|0|28,842|67
山形|28,330|193,564|1,856|0|26,380|94
福島|63,206|819,878|2,776|0|60,208|222
茨城|158,294|1,240,444|2,630|0|155,226|438
栃木|90,655|748,169|2,388|2|87,995|272
群馬|93,600|640,042|2,620|2|91,083|319
埼玉|549,078|2,821,482|8,543|1|538,942|1,593
千葉|448,622|2,076,474|6,831|4|435,965|1,777
東京|1,536,693|6,828,984|34,232|3|1,497,968|4,493
神奈川|751,903|2,180,686|11,888|10|737,817|2,198
新潟|71,479|646,311|2,741|1|68,647|91
富山|37,141|246,498|2,160|1|34,888|93
石川|55,390|447,959|3,193|1|51,979|195
福井|34,951|323,712|1,659|0|33,247|45
山梨|32,022|327,859|973|0|30,987|68
長野|73,033|718,210|2,576|0|70,137|193
岐阜|100,327|881,934|4,409|0|95,304|334
静岡|169,198|1,235,913|7,221|1|159,632|409
愛知|537,450|2,692,530|17,572|4|517,816|2,062
三重|81,749|518,286|2,762|0|80,636|300
滋賀|90,332|641,577|2,705|0|87,408|219
京都|202,812|829,861|6,772|9|194,825|716
大阪|970,959|7,060,408|25,780|18|940,139|5,040
兵庫|422,476|1,556,898|11,005|4|409,240|2,231
奈良|92,318|512,196|3,260|0|88,672|386
和歌山|41,967|172,564|1,067|0|40,574|117
鳥取|14,940|394,097|870|0|13,855|20
島根|16,824|210,439|768|0|16,041|15
岡山|97,495|579,695|4,564|1|90,421|247
広島|155,631|1,858,559|9,718|0|145,428|485
山口|44,288|567,065|2,396|1|41,716|176
徳島|22,029|212,767|862|0|21,089|82
香川|47,896|274,374|2,130|0|45,642|124
愛媛|39,254|358,815|1,649|2|37,466|139
高知|27,412|282,783|1,619|0|25,680|113
福岡|423,327|2,670,471|13,953|3|401,595|1,251
佐賀|52,068|275,647|1,931|0|47,640|105
長崎|54,656|376,815|3,368|1|54,666|124
熊本|96,734|280,783|5,330|3|91,116|288
大分|53,639|582,396|2,375|0|51,104|160
宮崎|52,471|190,156|3,282|0|49,124|142
鹿児島|82,083|411,735|4,287|0|77,178|198
沖縄|213,314|835,755|13,853|11|199,003|459
その他（その他）|149|0|0|0|149|0
合計|8,792,569|50,132,745|272,052|90|8,478,000|30,550
