都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|355,731|2,239,685|20,827|6|333,585|2,059
青森|56,075|244,544|2,268|0|53,703|104
岩手|34,293|277,823|2,616|0|31,587|90
宮城|86,126|577,696|3,629|0|81,903|195
秋田|30,164|61,754|1,446|0|28,651|67
山形|28,229|193,564|1,758|0|26,377|94
福島|62,999|819,878|2,964|0|59,813|222
茨城|157,967|1,240,444|2,785|0|154,744|438
栃木|90,562|746,545|2,640|3|87,650|272
群馬|93,600|640,042|2,760|2|90,759|319
埼玉|548,081|2,823,782|8,980|2|537,511|1,590
千葉|447,931|2,076,474|6,831|4|435,965|1,777
東京|1,534,499|6,828,984|35,671|3|1,494,339|4,489
神奈川|750,557|2,180,686|12,178|8|736,183|2,196
新潟|71,142|645,909|2,731|1|68,320|91
富山|37,063|246,498|2,231|1|34,739|93
石川|55,064|447,286|3,499|1|51,347|195
福井|34,732|323,155|1,664|0|33,023|45
山梨|32,022|327,859|973|0|30,987|68
長野|72,788|718,210|2,709|0|69,740|193
岐阜|100,047|881,511|4,540|0|94,672|334
静岡|168,593|1,235,913|7,226|1|159,632|409
愛知|535,830|2,692,530|17,985|5|515,785|2,060
三重|81,494|518,286|2,905|0|80,228|300
滋賀|90,175|635,983|2,829|0|87,127|219
京都|202,312|828,446|7,059|9|193,939|715
大阪|969,457|7,048,087|26,982|16|937,439|5,036
兵庫|421,413|1,553,971|11,169|4|408,013|2,231
奈良|92,108|512,196|3,189|0|88,534|385
和歌山|41,864|172,301|1,148|0|40,390|117
鳥取|14,866|393,597|940|0|13,711|20
島根|16,770|210,439|841|0|15,914|15
岡山|97,092|579,695|4,564|1|90,421|247
広島|154,850|1,858,559|10,420|0|143,945|485
山口|44,060|567,065|2,482|1|41,402|176
徳島|21,956|212,582|924|0|20,953|82
香川|47,728|273,819|2,258|1|45,347|123
愛媛|39,128|358,414|1,746|2|37,243|139
高知|27,339|282,783|1,754|0|25,472|113
福岡|422,166|2,666,155|14,556|3|399,515|1,251
佐賀|52,005|275,066|2,040|0|47,392|105
長崎|54,656|376,815|3,408|1|54,358|124
熊本|96,734|280,018|5,330|3|91,116|288
大分|53,437|582,324|2,504|0|50,773|160
宮崎|52,213|189,883|3,468|0|48,680|141
鹿児島|81,663|410,346|4,360|0|76,660|197
沖縄|212,141|833,544|14,640|10|197,048|459
その他（その他）|149|0|0|0|149|0
合計|8,771,871|50,091,146|282,427|88|8,446,784|30,528
