都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|32,591|617,796|6,180|46|25,370|973
青森|2,099|40,049|310|5|1,762|27
岩手|1,300|67,254|199|1|1,059|42
宮城|8,669|133,219|305|9|8,261|81
秋田|727|12,837|127|0|589|11
山形|1,798|54,886|203|5|1,558|37
福島|4,366|220,336|495|23|3,738|133
茨城|9,246|31,855|572|13|8,535|139
栃木|5,983|233,552|347|9|5,562|74
群馬|7,431|157,238|645|16|6,664|122
埼玉|42,296|837,287|2,504|50|39,022|770
千葉|35,949|585,099|1,290|24|34,000|659
東京|154,999|2,194,464|6,453|69|146,549|1,997
神奈川|58,895|886,513|2,350|59|55,684|861
新潟|2,950|130,685|385|6|2,531|34
富山|1,613|58,852|221|6|1,358|34
石川|3,356|80,900|541|11|2,715|98
福井|1,008|56,662|59|1|915|34
山梨|1,433|38,972|118|1|1,297|19
長野|4,500|167,266|354|7|4,126|76
岐阜|8,048|221,529|1,120|19|6,780|148
静岡|7,687|332,744|814|8|6,742|131
愛知|42,286|641,266|6,135|79|35,460|691
三重|4,617|109,813|547|11|4,085|99
滋賀|4,687|120,656|547|7|4,066|74
京都|15,019|242,079|1,486|23|13,404|199
大阪|96,643|1,689,347|13,770|372|79,866|2,068
兵庫|38,158|434,411|3,531|95|33,593|1,055
奈良|7,635|145,216|725|23|6,810|100
和歌山|2,527|38,646|160|38|2,292|36
鳥取|442|69,791|49|0|385|2
島根|482|24,335|85|3|397|0
岡山|6,631|108,427|1,308|26|4,071|73
広島|9,010|380,013|860|16|6,754|116
山口|2,609|98,010|548|10|2,006|55
徳島|1,599|52,098|130|3|1,411|58
香川|1,884|72,497|353|3|1,512|24
愛媛|2,648|74,637|136|4|2,444|68
高知|1,198|8,786|80|2|1,098|20
福岡|31,766|703,974|5,988|83|24,980|404
佐賀|2,342|46,250|296|8|2,009|17
長崎|2,803|106,687|397|16|2,350|57
熊本|5,685|74,682|879|22|4,717|89
大分|3,055|136,053|615|5|2,403|37
宮崎|2,924|38,670|354|7|2,535|25
鹿児島|3,025|95,056|410|3|2,576|28
沖縄|14,487|207,045|1,740|47|12,606|147
（その他）|149|-|0|-|149|-
合計|701,255|12,878,440|66,721|1,294|618,796|12,042
