都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|25,023|541,243|1,992|22|22,055|876
青森|1,640|33,491|284|3|1,333|23
岩手|1,002|57,155|172|2|798|32
宮城|8,167|121,370|408|8|7,676|69
秋田|517|10,180|109|0|399|9
山形|1,550|47,836|164|4|1,352|34
福島|3,556|189,969|429|12|3,002|125
茨城|8,348|29,913|504|19|7,709|135
栃木|5,440|217,559|245|4|5,124|71
群馬|6,014|137,279|581|5|5,613|104
埼玉|38,710|764,354|2,391|41|35,573|746
千葉|33,758|549,306|1,381|19|31,751|626
東京|142,322|2,034,588|6,935|65|133,488|1,899
神奈川|54,493|805,963|1,953|57|51,718|822
新潟|2,403|109,983|358|1|2,020|25
富山|1,370|51,908|158|7|1,182|30
石川|2,618|71,643|367|11|2,172|77
福井|910|49,386|103|1|774|33
山梨|1,239|35,312|125|1|1,096|19
長野|3,959|147,408|306|4|3,640|70
岐阜|6,145|190,840|544|5|5,464|137
静岡|6,604|293,084|361|3|6,121|122
愛知|34,485|557,541|3,468|35|30,381|636
三重|3,930|98,154|641|14|3,303|87
滋賀|3,908|107,404|582|10|3,265|61
京都|12,956|218,617|1,575|25|11,231|187
大阪|85,235|1,471,274|20,528|449|62,346|1,552
兵庫|32,923|388,349|4,969|85|27,250|704
奈良|6,498|125,853|1,002|27|5,418|78
和歌山|2,258|34,782|291|50|1,898|33
鳥取|377|61,972|44|0|331|2
島根|362|19,437|34|1|328|0
岡山|4,313|95,544|576|15|3,157|40
広島|6,222|267,317|476|7|5,548|110
山口|1,913|82,172|262|6|1,605|46
徳島|1,410|44,788|325|6|1,038|47
香川|1,346|62,976|227|2|1,102|23
愛媛|2,418|62,724|328|12|2,044|46
高知|1,090|8,342|102|3|968|20
福岡|24,479|615,888|3,416|35|20,702|361
佐賀|1,702|39,555|225|2|1,479|14
長崎|2,227|93,377|336|6|1,850|42
熊本|4,295|66,290|521|18|3,694|80
大分|2,047|114,010|488|2|1,533|26
宮崎|2,246|30,480|173|0|2,043|22
鹿児島|2,311|81,722|254|2|2,016|28
沖縄|12,715|193,254|1,002|8|11,582|137
（その他）|149|-|0|-|149|-
合計|609,603|11,431,592|61,715|1,114|536,321|10,466
