都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,895|1,186,033|107|1|59,308|1,472
青森|5,897|97,323|2|0|5,857|38
岩手|3,486|128,405|0|0|3,433|53
宮城|16,275|252,474|4|0|16,152|118
秋田|1,925|27,279|13|0|1,885|27
山形|3,551|106,040|0|0|3,495|56
福島|9,486|438,156|4|2|9,307|175
茨城|24,432|40,535|23|1|24,190|219
栃木|15,461|503,842|14|1|15,330|117
群馬|16,822|320,489|26|0|16,620|176
埼玉|115,711|1,547,734|98|12|114,562|1,051
千葉|100,412|1,148,531|66|1|99,310|1,026
東京|381,946|3,899,025|256|10|378,532|3,158
神奈川|169,058|1,706,521|125|7|167,622|1,311
新潟|8,006|300,520|9|0|7,936|61
富山|4,867|123,059|0|0|4,815|52
石川|7,967|203,985|6|0|7,811|129
福井|3,115|122,155|2|0|3,075|38
山梨|5,155|124,304|0|0|5,126|29
長野|8,883|341,363|3|0|8,839|97
岐阜|19,232|440,567|61|0|18,952|218
静岡|26,776|668,363|15|0|26,543|209
愛知|106,475|1,404,439|90|4|105,228|1,157
三重|14,809|251,936|8|0|14,963|163
滋賀|12,419|277,020|11|0|12,304|104
京都|35,945|446,110|43|0|35,603|291
大阪|202,881|3,850,363|336|36|199,489|3,056
兵庫|78,595|801,615|109|4|77,090|1,396
奈良|15,919|265,906|25|0|15,745|149
和歌山|5,297|66,910|2|0|5,128|62
鳥取|1,669|157,882|1|0|1,638|5
島根|1,731|60,030|8|0|1,718|5
岡山|15,446|289,814|87|1|15,194|136
広島|22,132|943,496|47|0|21,883|202
山口|5,785|199,962|40|0|5,652|93
徳島|3,291|110,247|5|0|3,221|65
香川|4,705|137,070|2|0|4,664|38
愛媛|5,408|163,704|15|0|5,311|82
高知|4,167|104,314|3|0|4,131|33
福岡|74,498|1,335,872|53|4|73,818|622
佐賀|5,865|112,256|7|0|5,882|30
長崎|6,118|191,540|0|0|6,045|73
熊本|14,393|124,512|2|1|14,255|136
大分|8,186|284,587|0|0|8,102|84
宮崎|6,151|73,039|0|0|6,094|41
鹿児島|9,102|172,673|0|0|9,036|66
沖縄|50,291|415,189|61|0|49,826|398
その他（その他）|149|0|0|0|149|0
合計|1,720,785|25,967,189|1,789|85|1,700,869|18,317
