都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|21,108|453,600|760|20|19,603|754
青森|1,058|25,578|151|0|887|20
岩手|673|45,756|87|0|556|30
宮城|6,210|92,693|1,493|9|4,685|32
秋田|288|7,580|10|0|272|6
山形|995|35,828|317|1|661|17
福島|2,555|152,667|278|11|2,162|115
茨城|6,800|26,579|322|1|6,351|127
栃木|4,691|171,947|225|2|4,396|70
群馬|5,065|114,876|211|4|4,755|99
埼玉|33,123|654,678|1,495|36|30,925|703
千葉|29,840|483,607|1,121|21|28,146|573
東京|121,901|1,777,220|3,601|43|116,524|1,776
神奈川|48,337|702,970|925|24|46,626|786
新潟|1,516|84,050|206|2|1,292|18
富山|942|42,146|24|0|889|29
石川|1,930|61,020|40|0|1,824|64
福井|597|35,859|44|0|528|25
山梨|981|32,134|23|0|939|19
長野|2,855|117,807|246|1|2,586|41
岐阜|4,979|161,013|131|4|4,722|126
静岡|5,755|250,200|258|1|5,379|118
愛知|27,446|469,439|732|11|26,130|584
三重|2,803|79,034|171|1|2,642|71
滋賀|2,824|87,113|142|4|2,626|56
京都|9,573|179,251|288|1|9,125|170
大阪|53,430|1,073,091|4,101|112|47,706|1,189
兵庫|20,258|300,013|1,417|72|18,247|594
奈良|3,869|98,084|362|4|3,452|55
和歌山|1,319|26,989|113|5|1,164|18
鳥取|269|48,976|54|0|205|2
島根|288|18,022|4|0|284|0
岡山|2,721|81,422|82|3|2,575|36
広島|5,181|181,159|88|1|4,977|106
山口|1,427|68,811|31|0|1,353|43
徳島|562|32,640|96|2|448|18
香川|872|52,059|100|0|756|19
愛媛|1,423|41,021|342|0|1,057|24
高知|919|7,447|11|2|889|19
福岡|19,041|513,202|351|5|18,358|332
佐賀|1,206|32,235|49|0|1,165|13
長崎|1,643|78,127|26|0|1,578|39
熊本|3,517|58,210|27|2|3,416|74
大分|1,315|93,351|15|1|1,278|22
宮崎|1,966|24,863|20|0|1,924|22
鹿児島|1,839|73,778|54|0|1,778|28
沖縄|9,678|164,199|765|2|8,791|128
（その他）|149|-|0|-|149|-
合計|477,737|9,412,344|21,409|408|446,781|9,210
