都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|350,642|2,218,145|22,122|6|326,912|2,051
青森|55,298|242,703|2,348|0|52,846|104
岩手|33,617|274,520|2,734|0|30,796|87
宮城|84,888|571,443|3,844|1|80,363|195
秋田|29,795|61,579|1,549|0|28,180|66
山形|27,794|192,845|1,885|0|25,817|92
福島|62,271|814,939|3,729|0|58,322|220
茨城|156,658|1,240,444|3,004|2|153,218|436
栃木|89,884|742,610|3,234|3|86,378|272
群馬|93,064|636,468|2,967|2|89,780|317
埼玉|544,861|2,802,251|9,567|1|533,719|1,575
千葉|445,529|2,076,474|6,831|4|435,965|1,774
東京|1,525,929|6,786,897|41,938|4|1,479,527|4,464
神奈川|746,158|2,180,686|13,198|9|730,776|2,184
新潟|70,055|640,720|3,473|1|66,491|91
富山|36,622|244,886|2,396|1|34,133|93
石川|53,896|435,145|3,671|1|50,007|195
福井|34,080|321,159|1,745|0|32,290|45
山梨|31,700|318,457|896|0|30,742|68
長野|71,870|714,762|3,123|0|68,362|193
岐阜|98,474|871,016|4,636|0|92,947|330
静岡|166,408|1,228,028|7,669|0|157,853|407
愛知|529,669|2,677,817|17,896|5|509,724|2,049
三重|80,513|507,221|3,200|0|78,920|300
滋賀|89,052|627,631|2,980|0|85,853|219
京都|200,263|821,625|7,720|4|190,848|713
大阪|962,488|6,993,878|29,260|18|928,199|5,029
兵庫|417,294|1,543,293|11,818|4|403,249|2,229
奈良|91,427|509,643|3,798|1|87,245|384
和歌山|41,425|171,158|1,400|0|39,699|117
鳥取|14,629|388,733|959|1|13,458|20
島根|16,561|202,807|964|0|15,582|15
岡山|95,585|568,423|5,287|0|85,600|247
広島|151,756|1,847,128|10,772|0|140,500|484
山口|43,202|567,065|2,593|1|40,434|175
徳島|21,654|210,698|1,128|0|20,446|82
香川|47,052|270,885|2,660|1|44,269|123
愛媛|38,551|352,414|1,847|3|36,565|139
高知|26,847|282,783|2,055|2|24,681|111
福岡|417,302|2,644,519|15,042|2|393,755|1,246
佐賀|51,446|272,045|2,029|0|46,697|105
長崎|53,942|370,272|3,714|1|53,007|124
熊本|95,722|277,559|5,350|3|90,085|287
大分|52,591|576,137|2,812|1|49,619|160
宮崎|51,124|188,225|4,134|1|46,925|141
鹿児島|80,115|405,769|4,688|0|74,652|193
沖縄|207,491|824,918|16,480|12|190,514|459
その他（その他）|149|0|0|0|149|0
合計|8,687,343|49,718,823|307,145|95|8,336,099|30,410
