都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|266,400|1,983,211|20,766|7|243,178|1,975
青森|44,093|214,293|4,557|0|39,443|93
岩手|24,458|238,514|3,454|1|20,921|83
宮城|69,160|500,164|5,044|4|63,200|182
秋田|22,261|55,466|2,941|2|19,268|52
山形|21,390|180,949|2,064|1|19,241|85
福島|46,930|731,144|5,327|2|41,402|201
茨城|136,047|45,068|5,580|3|130,057|410
栃木|74,901|700,425|6,583|1|68,055|263
群馬|79,891|581,461|4,371|1|75,215|305
埼玉|490,257|2,596,836|20,787|10|468,043|1,427
千葉|405,186|1,921,694|17,842|8|383,771|1,720
東京|1,389,824|6,318,468|90,662|15|1,294,878|4,284
神奈川|675,339|2,180,686|24,715|18|648,517|2,107
新潟|55,969|569,253|4,840|0|51,038|91
富山|30,883|222,892|1,994|0|28,799|90
石川|40,185|376,836|3,478|4|36,497|187
福井|25,140|283,553|1,196|1|23,899|45
山梨|27,207|262,958|1,448|0|25,700|66
長野|57,259|636,590|5,151|0|50,855|169
岐阜|80,242|780,592|4,874|0|74,466|322
静岡|139,671|1,126,501|7,011|1|131,550|393
愛知|459,586|2,448,265|24,046|14|433,536|2,004
三重|67,014|451,498|4,924|1|63,480|281
滋賀|77,509|556,594|4,414|0|72,891|204
京都|172,820|758,364|8,149|8|162,870|692
大阪|867,495|6,506,583|38,325|37|824,273|4,889
兵庫|368,743|1,428,256|13,619|11|352,961|2,168
奈良|82,204|471,691|8,669|6|73,175|360
和歌山|33,741|150,127|1,769|1|31,677|111
鳥取|11,043|331,617|898|0|9,991|14
島根|12,132|156,561|1,404|1|10,714|14
岡山|74,478|509,607|4,493|5|64,966|231
広島|116,345|1,660,885|10,482|3|105,405|458
山口|34,690|517,521|2,075|1|32,443|172
徳島|18,047|189,525|760|0|17,212|79
香川|36,150|242,959|2,966|0|33,068|116
愛媛|30,677|313,937|2,591|4|27,952|134
高知|19,919|237,793|1,458|1|18,357|104
福岡|348,421|2,385,447|39,302|15|300,778|1,185
佐賀|40,613|238,370|3,911|0|33,512|95
長崎|40,043|328,184|4,198|3|37,611|119
熊本|76,756|249,587|5,736|2|70,744|276
大分|40,027|517,139|2,801|0|37,078|148
宮崎|36,034|171,034|4,944|0|31,044|123
鹿児島|57,120|343,272|5,431|2|50,710|173
沖縄|147,348|719,209|11,279|8|135,612|443
その他（その他）|149|0|0|0|149|0
合計|7,471,797|44,391,579|453,329|202|6,970,202|29,143
