都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|20,463|429,449|719|11|19,052|735
青森|902|23,391|48|0|834|20
岩手|589|41,656|27|0|532|30
宮城|4,798|81,713|789|2|3,982|27
秋田|278|7,399|9|0|263|6
山形|687|31,472|131|0|540|16
福島|2,336|136,076|257|13|1,973|106
茨城|6,451|25,747|312|1|6,015|124
栃木|4,451|165,268|158|0|4,223|70
群馬|4,849|107,488|157|2|4,594|98
埼玉|31,860|619,477|1,326|40|29,843|691
千葉|28,810|458,972|1,015|22|27,250|545
東京|118,041|1,699,649|2,890|42|113,490|1,661
神奈川|47,213|667,393|902|18|45,542|769
新潟|1,313|77,231|143|1|1,154|16
富山|923|40,283|14|1|881|28
石川|1,895|58,131|16|1|1,813|64
福井|553|34,458|7|0|521|25
山梨|956|29,599|6|0|932|18
長野|2,552|110,500|111|1|2,429|41
岐阜|4,845|152,210|68|4|4,654|123
静岡|5,518|234,531|179|1|5,224|115
愛知|26,746|443,442|494|10|25,681|571
三重|2,650|73,145|72|4|2,590|67
滋賀|2,706|83,162|95|4|2,559|52
京都|9,269|171,236|117|2|8,988|166
大阪|49,420|956,079|1,313|59|46,540|1,169
兵庫|18,928|281,994|681|53|17,674|573
奈良|3,531|92,104|92|7|3,388|51
和歌山|1,213|25,623|37|3|1,134|18
鳥取|210|45,461|0|0|205|2
島根|285|17,152|0|0|285|0
岡山|2,630|75,671|76|6|2,479|35
広島|5,087|173,745|39|1|4,942|104
山口|1,399|64,978|15|0|1,341|43
徳島|473|29,529|18|2|437|18
香川|779|48,808|20|0|741|18
愛媛|1,110|36,418|41|1|1,045|24
高知|913|7,339|10|3|884|19
福岡|18,765|491,205|417|9|18,021|327
佐賀|1,163|31,104|44|2|1,129|11
長崎|1,617|74,063|4|0|1,576|38
熊本|3,493|57,631|24|0|3,397|74
大分|1,301|89,070|8|0|1,271|22
宮崎|1,953|24,807|0|0|1,924|22
鹿児島|1,775|71,203|15|0|1,760|28
沖縄|8,843|159,505|409|2|8,314|126
（その他）|149|-|0|-|149|-
合計|456,691|8,856,567|13,325|328|434,195|8,906
