都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|46,765|885,538|2,711|15|42,546|1,428
青森|2,872|58,519|210|0|2,630|32
岩手|2,166|96,587|199|0|1,920|47
宮城|10,559|177,540|702|6|9,703|91
秋田|1,087|17,804|79|2|987|21
山形|2,359|73,416|241|2|2,071|47
福島|6,481|325,144|850|10|5,469|162
茨城|14,344|35,004|1,982|21|12,192|170
栃木|9,314|359,880|1,353|17|7,872|89
群馬|9,864|221,885|1,138|10|8,508|155
埼玉|66,123|1,135,226|14,582|87|50,687|854
千葉|56,413|820,617|7,731|55|47,946|736
東京|249,285|2,910,857|36,481|151|210,493|2,311
神奈川|96,754|1,224,026|13,640|142|82,109|1,005
新潟|4,550|204,137|600|7|3,896|54
富山|2,581|84,658|353|6|2,190|38
石川|5,732|141,298|887|11|4,723|118
福井|1,851|84,249|287|1|1,528|36
山梨|2,666|76,621|357|0|2,293|21
長野|5,688|233,083|418|0|5,242|94
岐阜|10,145|303,028|394|4|9,562|189
静岡|12,169|465,943|1,654|6|10,358|157
愛知|56,218|938,412|2,981|13|52,224|1,013
三重|6,283|164,729|650|8|5,675|114
滋賀|6,678|176,830|721|4|5,863|94
京都|20,251|323,201|1,965|53|17,704|249
大阪|122,458|2,574,165|10,509|374|108,128|2,733
兵庫|46,767|574,263|3,054|27|42,393|1,320
奈良|9,717|191,995|764|11|8,820|133
和歌山|3,233|47,141|274|21|2,836|49
鳥取|988|104,485|308|1|653|3
島根|802|37,500|94|1|706|2
岡山|8,935|189,599|599|3|7,812|127
広島|12,741|594,849|534|7|11,873|179
山口|3,444|133,190|192|0|3,172|80
徳島|1,857|74,840|90|1|1,704|63
香川|2,574|97,579|339|1|2,205|32
愛媛|3,169|109,289|287|4|2,805|77
高知|2,185|65,164|109|7|2,047|29
福岡|44,424|958,790|5,637|12|37,549|537
佐賀|2,982|67,994|233|0|2,714|25
長崎|3,767|140,509|364|0|3,334|69
熊本|7,810|89,825|904|6|6,785|121
大分|3,932|192,826|288|0|3,580|64
宮崎|3,398|46,942|243|1|3,150|27
鹿児島|4,421|123,230|397|0|3,920|39
沖縄|28,741|296,869|4,659|82|23,774|239
（その他）|149|-|0|-|149|-
合計|1,027,692|18,249,276|123,044|1,190|886,500|15,273
