都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|275,161|2,010,034|22,800|6|250,148|1,981
青森|45,337|216,250|4,775|0|40,468|94
岩手|25,596|243,285|3,438|1|22,075|83
宮城|71,016|506,925|5,358|4|64,766|183
秋田|23,070|55,809|2,635|2|20,383|52
山形|22,041|181,903|2,243|1|19,713|85
福島|48,867|738,084|5,485|2|43,179|203
茨城|138,915|45,068|5,329|2|133,174|412
栃木|77,050|705,585|7,176|1|69,611|263
群馬|81,391|585,385|4,407|1|76,678|306
埼玉|498,103|2,618,434|19,546|11|477,128|1,429
千葉|411,106|1,921,694|17,842|8|383,771|1,731
東京|1,407,320|6,367,384|82,782|14|1,320,233|4,305
神奈川|684,280|2,180,686|22,176|26|659,988|2,116
新潟|57,604|576,585|4,297|1|53,216|91
富山|31,296|224,591|1,832|0|29,374|90
石川|41,193|389,422|3,754|4|37,227|189
福井|25,831|286,368|1,190|1|24,596|45
山梨|27,523|274,619|1,309|0|26,152|66
長野|59,079|640,632|5,036|0|53,135|169
岐阜|82,170|790,998|4,833|0|76,370|323
静岡|142,290|1,133,276|7,284|2|133,514|397
愛知|467,084|2,463,255|24,462|15|440,611|2,011
三重|68,532|464,184|4,578|0|65,366|283
滋賀|78,663|571,364|4,093|0|74,360|210
京都|175,560|765,210|8,378|10|165,586|698
大阪|877,018|6,564,083|34,746|29|837,357|4,906
兵庫|374,069|1,439,863|12,985|11|358,908|2,177
奈良|83,132|474,306|7,601|3|75,166|365
和歌山|34,481|152,150|1,573|1|32,604|112
鳥取|11,435|337,492|1,019|0|10,257|14
島根|12,711|166,688|1,549|1|11,148|14
岡山|76,409|520,624|4,573|3|69,371|232
広島|119,549|1,662,088|11,746|4|107,344|459
山口|35,365|517,521|2,020|1|33,173|172
徳島|18,314|191,228|661|0|17,576|79
香川|37,241|246,135|2,945|0|34,179|117
愛媛|31,519|321,225|2,401|3|28,984|134
高知|20,420|238,574|1,391|1|18,925|104
福岡|355,932|2,411,322|32,718|13|314,662|1,189
佐賀|42,053|242,649|4,220|0|34,903|96
長崎|41,440|332,455|4,343|3|38,980|120
熊本|78,057|252,627|6,198|2|71,582|277
大分|41,190|523,179|2,685|0|38,356|149
宮崎|37,462|173,563|4,702|0|32,714|125
鹿児島|59,525|350,681|5,486|2|53,075|175
沖縄|152,004|728,900|11,725|6|139,822|445
その他（その他）|149|0|0|0|149|0
合計|7,605,553|44,804,383|434,325|195|7,120,057|29,276
