都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|722,826|3,027,545|20,687|3|700,718|2,548
青森|153,461|410,696|5,008|4|148,171|282
岩手|104,406|446,074|2,679|1|101,540|187
宮城|251,156|881,957|21,557|6|204,624|376
秋田|95,377|74,586|9,168|0|85,995|214
山形|100,561|282,396|6,704|0|90,443|185
福島|179,938|1,144,252|5,778|2|173,900|260
茨城|352,608|1,654,084|20,243|9|301,424|661
栃木|217,188|943,523|6,328|3|210,377|483
群馬|228,631|882,368|8,014|2|220,156|461
埼玉|1,161,164|3,882,285|19,697|19|1,139,131|2,336
千葉|923,433|2,807,095|20,584|11|878,513|2,505
東京|3,109,168|9,246,806|67,578|28|3,035,846|5,744
神奈川|1,455,347|4,595,788|28,732|33|1,423,681|2,934
新潟|225,300|935,434|7,015|0|218,134|151
富山|124,553|355,657|4,842|0|119,540|171
石川|156,662|753,348|5,201|1|151,162|276
福井|110,634|447,934|2,478|0|108,060|96
山梨|93,495|511,528|2,352|0|91,005|147
長野|199,651|1,009,775|5,087|1|193,721|334
岐阜|285,773|1,270,123|6,843|0|277,785|569
静岡|479,174|1,786,330|11,262|5|466,708|733
愛知|1,330,449|4,035,227|44,948|11|1,282,680|2,821
三重|245,578|805,760|10,288|2|226,621|513
滋賀|226,735|943,483|6,575|1|219,853|307
京都|467,909|1,190,028|21,153|39|445,310|1,019
大阪|2,055,996|9,569,123|55,812|37|1,993,817|6,367
兵庫|988,235|2,436,662|20,250|12|965,159|2,829
奈良|221,605|725,805|39,471|3|181,616|518
和歌山|129,521|314,735|2,144|1|126,823|245
鳥取|60,656|694,990|9,279|1|44,778|71
島根|79,723|353,250|2,643|1|76,988|92
岡山|266,099|816,883|8,998|6|249,098|394
広島|416,183|2,647,378|24,060|6|391,387|736
山口|158,408|815,518|3,368|1|154,664|376
徳島|90,648|284,983|1,721|5|88,768|166
香川|138,254|398,351|3,909|2|134,062|283
愛媛|157,517|614,773|4,594|2|152,636|287
高知|97,281|487,995|5,747|4|91,243|291
福岡|1,061,496|3,876,674|32,460|12|1,011,331|1,902
佐賀|153,969|377,021|12,924|1|125,171|217
長崎|207,613|735,641|22,095|2|177,499|321
熊本|322,631|532,642|9,242|8|312,775|614
大分|171,604|877,984|2,524|1|168,738|342
宮崎|190,534|238,162|3,934|2|185,554|353
鹿児島|293,058|734,226|5,586|2|286,186|526
沖縄|494,944|1,171,266|4,766|11|489,215|700
その他（その他）|149|0|0|0|149|0
合計|20,757,301|73,028,144|646,328|301|19,922,755|43,943
