都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|143,675|1,567,950|29,677|7|112,517|1,631
青森|16,328|147,468|3,366|0|12,910|52
岩手|7,275|164,979|1,989|1|5,231|55
宮城|32,343|359,712|6,250|11|25,152|125
秋田|7,191|39,467|1,736|0|5,426|29
山形|9,315|143,212|2,339|0|6,917|59
福島|20,553|574,000|3,599|5|16,772|182
茨城|57,504|43,645|8,694|12|48,560|250
栃木|37,081|602,440|6,886|6|30,043|152
群馬|43,835|459,574|7,500|10|36,110|225
埼玉|255,167|2,076,483|40,040|62|214,005|1,122
千葉|220,780|1,510,630|42,659|31|172,400|1,155
東京|846,120|5,176,940|173,260|81|669,506|3,354
神奈川|370,452|2,180,686|52,743|100|316,241|1,468
新潟|24,139|437,324|4,116|4|19,958|65
富山|12,519|170,722|4,264|2|8,199|56
石川|19,636|265,531|3,715|4|15,744|154
福井|9,135|189,883|1,435|3|7,662|38
山梨|13,430|173,670|2,176|3|11,220|38
長野|26,318|481,808|4,634|1|20,205|127
岐阜|43,923|608,464|7,396|8|35,285|248
静岡|71,210|911,095|13,399|4|56,673|274
愛知|253,445|1,906,404|39,516|43|212,562|1,367
三重|33,658|339,392|6,086|5|28,250|211
滋賀|37,680|397,947|8,717|4|28,843|120
京都|102,878|617,814|24,128|106|75,762|345
大阪|537,893|5,312,163|141,867|747|392,568|3,455
兵庫|209,262|1,154,605|58,372|53|149,297|1,617
奈良|43,356|375,670|13,407|21|29,747|202
和歌山|18,677|107,827|3,596|8|14,871|85
鳥取|4,919|231,990|655|0|4,184|5
島根|5,434|97,893|722|0|4,705|7
岡山|41,224|398,255|6,016|11|27,673|171
広島|64,734|1,330,077|19,886|19|44,528|320
山口|17,930|339,555|2,443|2|15,376|111
徳島|7,729|144,009|1,474|0|6,188|71
香川|13,878|184,625|2,810|2|10,999|57
愛媛|14,205|238,573|2,038|5|12,062|105
高知|9,800|160,856|2,187|16|7,559|54
福岡|194,695|1,885,588|50,982|20|137,110|777
佐賀|18,970|174,098|3,717|2|14,105|48
長崎|21,273|262,607|5,054|1|16,683|95
熊本|41,545|181,075|7,746|19|33,615|184
大分|20,042|397,770|3,051|0|16,901|90
宮崎|15,954|116,927|2,295|1|13,631|70
鹿児島|25,771|243,803|4,337|4|20,766|99
沖縄|92,374|566,319|5,076|25|86,871|421
その他（その他）|149|0|0|0|149|0
合計|4,135,404|35,451,525|838,051|1,469|3,251,741|20,946
