都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|23,749|520,573|1,399|21|21,371|854
青森|1,531|32,577|245|0|1,264|22
岩手|867|55,480|85|2|751|31
宮城|7,992|117,933|527|11|7,385|63
秋田|430|10,042|62|0|359|9
山形|1,467|47,220|179|4|1,256|32
福島|3,280|184,322|338|11|2,819|123
茨城|8,040|29,586|559|20|7,348|133
栃木|5,309|213,140|237|3|5,001|71
群馬|5,867|136,538|365|2|5,399|103
埼玉|37,400|749,052|2,214|28|34,443|743
千葉|32,865|537,850|1,178|19|31,067|620
東京|137,351|1,997,763|6,227|53|129,244|1,880
神奈川|53,040|800,062|1,827|38|50,399|814
新潟|2,242|106,657|359|2|1,861|22
富山|1,291|51,157|145|6|1,117|29
石川|2,428|69,976|286|13|2,069|71
福井|849|46,955|153|2|683|33
山梨|1,170|35,312|91|1|1,060|19
長野|3,804|146,049|343|4|3,437|68
岐阜|5,778|186,293|414|3|5,233|131
静岡|6,379|290,648|249|1|6,009|121
愛知|32,399|547,913|2,879|29|28,896|624
三重|3,662|91,905|597|11|3,081|81
滋賀|3,642|102,153|479|10|3,102|61
京都|12,112|210,702|1,404|18|10,560|185
大阪|78,973|1,383,975|18,183|379|58,664|1,404
兵庫|30,038|372,338|4,706|93|24,664|668
奈良|6,004|124,213|999|21|4,933|72
和歌山|2,102|33,520|336|56|1,708|26
鳥取|365|61,161|64|0|293|2
島根|343|19,437|41|1|302|0
岡山|3,773|95,544|396|11|2,907|37
広島|5,778|243,826|286|3|5,356|109
山口|1,790|82,172|260|3|1,487|43
徳島|1,224|42,608|344|7|841|39
香川|1,204|60,943|158|2|1,030|22
愛媛|2,279|58,160|373|12|1,873|33
高知|1,017|7,816|57|4|941|19
福岡|22,345|593,476|2,385|22|19,612|348
佐賀|1,569|38,083|216|3|1,356|13
長崎|2,030|90,788|306|1|1,695|40
熊本|4,054|62,800|419|9|3,557|78
大分|1,759|109,672|386|1|1,349|24
宮崎|2,176|30,168|125|1|2,021|22
鹿児島|2,062|81,229|96|0|1,952|28
沖縄|12,328|153,328|1,121|10|11,079|134
（その他）|149|-|0|-|149|-
合計|578,306|11,063,115|54,098|951|512,983|10,104
