都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|105,892|1,468,445|23,285|3|76,811|1,522
青森|11,656|133,920|3,454|0|8,161|41
岩手|5,360|154,033|1,379|0|3,928|53
宮城|24,200|327,630|4,511|3|18,906|118
秋田|4,947|35,747|1,921|1|2,999|27
山形|6,889|132,919|2,405|0|4,427|57
福島|15,458|542,199|4,067|3|11,213|178
茨城|40,877|42,981|6,712|7|33,939|226
栃木|27,897|581,648|7,357|1|20,409|131
群馬|34,234|433,003|8,886|5|25,151|197
埼玉|183,984|1,934,161|27,270|45|155,646|1,068
千葉|163,540|1,437,349|26,045|11|130,914|1,070
東京|654,281|4,886,190|155,553|41|495,504|3,224
神奈川|277,688|2,140,968|63,429|62|212,902|1,357
新潟|18,495|411,144|4,026|3|14,406|63
富山|8,255|157,316|2,311|0|5,892|52
石川|14,826|243,679|4,698|5|9,961|144
福井|6,402|166,429|1,429|1|4,935|38
山梨|10,320|161,912|2,856|0|7,440|35
長野|19,408|449,940|4,677|2|13,064|101
岐阜|33,294|567,960|6,698|5|25,419|228
静岡|51,147|855,995|13,036|7|38,174|218
愛知|185,585|1,761,608|41,602|22|142,760|1,223
三重|25,366|322,008|5,601|3|20,162|177
滋賀|26,628|364,462|7,441|2|19,077|110
京都|75,335|573,727|17,463|84|54,690|307
大阪|387,580|4,994,372|110,010|607|274,396|3,174
兵庫|148,370|1,054,801|45,572|33|101,350|1,455
奈良|30,177|349,180|9,260|15|20,757|160
和歌山|13,150|93,954|4,265|32|8,694|69
鳥取|3,961|216,621|1,325|1|2,584|5
島根|4,537|92,443|824|1|3,706|7
岡山|30,516|343,602|5,153|6|21,302|140
広島|53,274|1,260,780|20,685|13|32,336|253
山口|14,516|300,663|3,509|3|10,903|104
徳島|5,537|136,849|1,245|0|4,227|68
香川|9,938|173,293|2,776|3|7,111|44
愛媛|11,554|224,207|2,706|2|8,758|90
高知|6,934|140,611|1,723|6|5,173|38
福岡|144,003|1,750,467|45,805|11|92,398|673
佐賀|13,615|158,658|3,625|0|8,894|34
長崎|16,679|246,345|6,662|0|9,949|77
熊本|32,264|163,649|7,431|13|24,678|155
大分|15,364|369,563|3,376|0|11,902|86
宮崎|12,915|103,468|3,442|0|9,450|47
鹿児島|19,162|221,534|4,940|1|13,463|74
沖縄|85,608|544,949|6,752|36|78,452|405
その他（その他）|149|0|0|0|149|0
合計|3,091,767|33,227,382|739,198|1,099|2,307,522|19,123
