都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,598|399,419|641|5|18,243|696
青森|822|20,743|19|0|783|20
岩手|555|28,496|1|0|524|30
宮城|3,835|72,507|216|5|3,594|25
秋田|269|7,148|1|0|262|6
山形|545|28,530|8|0|522|15
福島|2,121|121,012|217|10|1,818|86
茨城|6,038|25,099|324|7|5,596|118
栃木|4,194|151,479|115|1|4,011|68
群馬|4,617|98,906|147|3|4,382|88
埼玉|30,228|577,277|1,340|41|28,253|635
千葉|27,391|428,426|1,173|22|25,729|489
東京|113,861|1,598,193|2,660|39|109,701|1,500
神奈川|45,833|623,066|994|31|44,122|717
新潟|1,139|46,600|67|2|1,056|16
富山|909|37,539|9|1|872|28
石川|1,879|54,127|57|5|1,769|62
福井|546|33,010|3|0|518|25
山梨|941|27,101|2|0|922|17
長野|2,379|102,965|19|0|2,351|41
岐阜|4,782|142,390|110|9|4,557|115
静岡|5,281|204,207|173|1|5,009|99
愛知|26,168|410,546|523|30|25,101|544
三重|2,570|67,122|90|4|2,500|59
滋賀|2,604|76,965|179|6|2,377|48
京都|9,120|161,034|164|2|8,809|162
大阪|47,811|841,637|910|68|45,346|1,142
兵庫|18,194|261,380|349|31|17,286|559
奈良|3,414|85,588|73|7|3,293|48
和歌山|1,168|24,806|7|0|1,119|18
鳥取|210|42,929|2|0|203|2
島根|284|16,183|1|0|283|0
岡山|2,536|69,524|44|1|2,419|33
広島|5,049|167,414|33|3|4,913|103
山口|1,389|60,724|31|0|1,316|42
徳島|461|27,790|21|2|423|17
香川|763|46,127|17|0|728|18
愛媛|1,067|34,023|21|1|1,022|24
高知|904|7,178|19|3|866|19
福岡|18,275|461,680|397|16|17,571|307
佐賀|1,114|29,115|68|1|1,055|10
長崎|1,613|70,044|6|0|1,570|37
熊本|3,462|57,117|27|2|3,361|73
大分|1,297|83,474|13|0|1,262|22
宮崎|1,953|24,802|11|1|1,913|21
鹿児島|1,762|69,052|13|2|1,749|27
沖縄|8,354|150,343|266|2|7,973|120
（その他）|149|-|0|-|149|-
合計|439,454|8,174,837|11,581|364|419,201|8,351
