都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,309|1,259,649|84|0|59,727|1,474
青森|5,901|103,829|0|0|5,863|38
岩手|3,487|135,296|0|0|3,434|53
宮城|16,288|263,946|2|0|16,167|118
秋田|1,934|27,616|0|0|1,907|27
山形|3,606|114,429|2|0|3,548|56
福島|9,495|467,836|1|0|9,318|176
茨城|24,477|40,574|13|1|24,244|220
栃木|15,530|524,767|25|0|15,388|117
群馬|17,229|350,823|189|1|16,864|176
埼玉|116,003|1,636,658|77|2|114,867|1,059
千葉|100,615|1,227,477|57|0|99,519|1,028
東京|382,642|4,138,351|296|3|379,173|3,173
神奈川|169,597|1,819,784|173|1|168,106|1,318
新潟|8,176|324,962|77|0|8,037|62
富山|4,868|131,342|0|0|4,816|52
石川|8,006|212,815|36|0|7,818|130
福井|3,115|126,385|0|0|3,077|38
山梨|5,160|133,350|3|0|5,128|29
長野|8,914|364,993|15|1|8,858|97
岐阜|19,276|469,259|7|0|19,050|219
静岡|26,880|722,716|23|0|26,645|209
愛知|106,708|1,502,145|45|0|105,502|1,161
三重|14,818|268,101|1|0|14,981|163
滋賀|12,460|293,655|20|0|12,336|104
京都|36,051|468,168|33|2|35,715|292
大阪|203,426|4,196,885|131|10|200,231|3,064
兵庫|78,792|855,751|71|2|77,323|1,398
奈良|15,938|280,858|2|0|15,787|149
和歌山|5,303|68,201|0|0|5,136|62
鳥取|1,669|167,995|0|0|1,639|5
島根|1,733|63,489|0|0|1,728|5
岡山|15,553|310,392|9|1|15,406|136
広島|22,175|981,736|0|0|21,973|202
山口|5,799|213,348|7|0|5,699|93
徳島|3,291|116,098|0|0|3,225|66
香川|4,705|144,454|0|0|4,666|38
愛媛|5,412|172,233|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,703|1,420,225|28|3|74,039|625
佐賀|5,866|119,802|0|0|5,891|30
長崎|6,120|202,483|1|0|6,046|73
熊本|14,395|124,829|0|0|14,259|136
大分|8,187|304,191|0|0|8,103|84
宮崎|6,153|73,141|0|0|6,096|41
鹿児島|9,115|176,252|12|0|9,037|66
沖縄|50,399|434,235|43|1|49,958|398
その他（その他）|149|0|0|0|149|0
合計|1,725,595|27,660,971|1,483|28|1,705,943|18,375
