都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|480,972|2,604,594|48,372|5|427,487|2,166
青森|93,754|309,758|12,965|0|80,643|146
岩手|58,434|355,355|8,417|0|49,905|112
宮城|145,202|720,673|29,560|10|112,484|216
秋田|49,172|68,381|10,568|1|38,525|79
山形|45,769|215,198|8,497|0|37,177|105
福島|93,991|963,126|15,453|3|78,306|232
茨城|223,384|1,477,266|22,418|7|200,477|489
栃木|138,458|836,417|24,722|11|113,421|315
群馬|142,000|753,747|33,149|3|109,846|355
埼玉|808,812|3,350,480|107,486|32|699,618|1,708
千葉|657,700|2,475,643|68,353|16|566,097|1,895
東京|2,293,812|8,218,900|280,287|39|2,008,817|4,708
神奈川|1,083,034|3,842,345|107,036|52|973,647|2,351
新潟|118,430|784,415|19,450|4|98,885|95
富山|63,879|296,016|13,306|3|50,467|106
石川|88,367|595,503|13,549|1|74,593|202
福井|63,127|388,115|11,436|1|51,637|54
山梨|53,316|415,382|7,546|0|45,755|78
長野|113,366|864,140|13,055|1|95,976|217
岐阜|163,358|1,067,004|27,305|1|132,228|378
静岡|282,350|1,509,206|38,443|7|238,318|468
愛知|834,302|3,274,021|123,552|35|708,558|2,192
三重|136,124|617,937|21,276|2|117,187|348
滋賀|138,138|770,878|22,526|1|115,378|234
京都|309,170|980,130|54,462|104|241,801|777
大阪|1,449,955|8,382,693|247,068|65|1,197,469|5,418
兵庫|631,587|1,936,622|85,085|35|544,164|2,344
奈良|137,188|622,180|27,143|11|109,635|410
和歌山|71,651|230,203|8,129|8|63,074|143
鳥取|30,567|525,944|5,819|1|24,442|24
島根|46,219|297,444|7,834|2|38,338|47
岡山|147,100|677,834|10,686|2|113,178|269
広島|222,887|2,098,726|24,760|9|197,603|524
山口|79,574|683,889|13,398|4|65,972|204
徳島|38,108|257,839|5,417|5|32,620|93
香川|75,053|329,618|10,332|1|64,566|155
愛媛|78,183|461,282|15,405|2|62,619|159
高知|47,128|370,021|7,785|4|39,221|122
福岡|699,839|3,298,450|99,911|20|577,169|1,388
佐賀|94,198|347,953|12,851|0|75,726|140
長崎|107,137|545,768|21,214|1|85,879|153
熊本|201,752|406,426|27,962|10|173,396|394
大分|99,603|731,239|14,379|1|85,031|193
宮崎|102,405|211,612|19,007|6|82,999|180
鹿児島|159,920|551,878|27,351|3|128,613|250
沖縄|378,890|1,052,294|41,352|27|336,781|515
その他（その他）|149|0|0|0|149|0
合計|13,577,514|61,774,545|1,876,077|556|11,565,877|33,151
