都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|387,221|2,414,574|5,752|2|379,160|2,100
青森|64,905|272,040|2,444|0|62,345|116
岩手|38,917|304,632|1,040|0|37,780|97
宮城|96,477|638,922|2,274|0|93,571|201
秋田|32,585|64,091|539|1|31,974|72
山形|31,369|203,343|960|0|30,311|98
福島|67,905|887,849|1,333|0|66,345|227
茨城|167,645|1,380,150|2,237|0|164,958|450
栃木|95,634|783,515|1,738|0|93,618|278
群馬|100,284|687,975|2,157|0|97,804|323
埼玉|582,022|3,009,008|14,197|2|566,159|1,666
千葉|475,274|2,240,725|6,982|2|460,494|1,805
東京|1,643,502|7,359,860|51,236|7|1,587,680|4,586
神奈川|799,068|3,152,340|19,248|9|777,579|2,241
新潟|77,312|700,367|1,637|0|75,584|91
富山|41,387|267,387|1,610|0|39,681|96
石川|61,708|520,353|1,584|1|59,902|199
福井|40,336|347,743|1,194|0|39,096|46
山梨|35,343|377,768|854|0|34,428|68
長野|79,392|783,773|1,532|0|77,561|205
岐阜|112,379|960,337|3,157|1|108,229|349
静岡|183,804|1,343,104|5,186|0|177,674|421
愛知|581,726|2,955,197|15,030|2|564,596|2,100
三重|90,333|573,678|3,091|1|89,009|315
滋賀|97,648|691,861|2,510|0|94,916|222
京都|217,639|883,751|5,622|9|210,302|754
大阪|1,040,571|7,586,488|30,979|8|1,004,373|5,219
兵庫|453,308|1,671,920|9,802|5|441,254|2,252
奈良|98,356|551,188|2,467|3|95,497|392
和歌山|46,708|185,225|1,602|0|44,772|118
鳥取|17,658|434,283|1,326|0|16,099|20
島根|23,799|245,209|4,741|0|19,040|18
岡山|106,670|631,386|1,492|0|103,894|252
広島|172,307|2,008,797|4,189|1|167,623|495
山口|51,071|619,372|1,996|0|48,894|181
徳島|25,278|233,020|794|0|24,403|86
香川|52,050|296,876|1,230|0|50,691|129
愛媛|48,012|400,586|3,579|2|44,290|143
高知|31,911|323,703|1,351|1|30,417|116
福岡|463,821|2,885,866|12,529|1|441,433|1,283
佐賀|61,075|303,349|3,506|0|54,103|110
長崎|69,323|453,403|3,574|0|65,634|126
熊本|120,563|313,503|7,865|1|112,389|309
大分|61,334|638,913|3,130|0|58,038|166
宮崎|61,672|195,804|3,124|1|58,315|148
鹿児島|98,566|454,092|4,559|0|92,971|213
沖縄|267,974|947,954|15,788|14|251,648|493
その他（その他）|149|0|0|0|149|0
合計|9,573,991|55,185,280|274,767|74|9,246,683|31,395
