都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|302,861|2,081,769|22,548|4|279,270|2,000
青森|48,936|225,585|3,454|0|45,382|100
岩手|28,582|253,092|2,906|3|25,590|86
宮城|75,642|527,799|3,999|2|71,246|190
秋田|25,873|58,315|2,490|1|23,321|62
山形|23,849|185,270|1,763|2|21,999|87
福島|53,642|761,683|4,128|2|49,298|216
茨城|146,295|1,240,444|3,324|1|142,548|423
栃木|82,328|719,333|4,081|0|77,981|266
群馬|84,899|599,650|3,052|0|82,565|309
埼玉|517,310|2,676,316|11,631|7|504,211|1,468
千葉|425,703|1,985,733|11,569|4|410,652|1,750
東京|1,452,884|6,507,694|64,472|10|1,384,061|4,351
神奈川|709,568|2,180,686|13,718|22|693,707|2,143
新潟|62,120|597,572|2,839|0|59,190|91
富山|32,549|229,337|1,360|2|31,097|92
石川|44,833|397,657|3,499|6|41,119|192
福井|28,001|297,849|1,156|0|26,800|45
山梨|28,854|274,619|983|0|27,809|67
長野|63,632|660,561|2,645|0|60,605|181
岐阜|87,159|814,647|3,380|1|83,199|324
静岡|148,864|1,157,963|5,016|0|137,963|403
愛知|488,365|2,524,051|19,799|10|466,543|2,023
三重|72,540|476,558|2,637|2|71,380|285
滋賀|82,004|586,544|3,027|1|78,764|213
京都|183,590|782,552|6,297|10|176,246|705
大阪|904,431|6,706,609|26,727|22|872,733|4,964
兵庫|389,291|1,476,442|10,522|10|376,571|2,198
奈良|85,789|484,113|7,029|2|78,390|370
和歌山|36,716|158,634|1,060|0|35,341|117
鳥取|12,522|355,692|687|0|11,657|14
島根|14,260|178,102|1,101|0|13,144|15
岡山|82,261|520,624|4,657|2|73,541|240
広島|129,640|1,717,983|11,505|6|117,668|467
山口|37,425|535,464|1,597|1|35,655|173
徳島|19,053|195,907|447|0|18,532|80
香川|40,273|253,087|1,988|0|38,165|120
愛媛|34,138|330,539|1,800|3|32,201|137
高知|22,163|250,894|1,317|2|20,742|104
福岡|378,149|2,489,399|14,728|7|355,789|1,217
佐賀|45,816|252,125|2,769|0|40,302|104
長崎|46,048|343,161|4,295|2|44,071|123
熊本|82,908|261,417|4,990|4|77,635|283
大分|45,242|539,468|2,421|0|42,665|156
宮崎|41,715|180,032|2,500|3|39,159|133
鹿児島|67,047|370,417|4,725|3|61,718|184
沖縄|167,589|757,181|11,371|13|155,751|447
その他（その他）|149|0|0|0|149|0
合計|7,983,508|47,160,569|324,009|170|7,614,125|29,718
