都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|488,182|2,615,662|51,319|8|432,160|2,174
青森|95,206|311,285|13,260|0|81,798|148
岩手|59,468|357,431|8,421|0|50,934|113
宮城|148,295|723,939|30,902|9|114,082|218
秋田|50,155|68,387|11,415|2|38,661|79
山形|46,708|216,698|8,688|0|37,924|106
福島|95,748|967,258|15,949|3|79,567|232
茨城|228,217|1,477,266|23,496|9|204,226|495
栃木|140,790|838,958|25,143|10|115,330|317
群馬|145,968|768,546|35,000|2|110,612|356
埼玉|822,803|3,363,079|112,084|30|708,999|1,720
千葉|668,237|2,475,643|68,353|16|566,097|1,910
東京|2,331,579|8,255,885|290,316|38|2,036,534|4,729
神奈川|1,096,212|3,867,584|107,840|57|986,014|2,358
新潟|122,132|788,927|20,528|2|101,509|95
富山|65,238|297,211|13,940|5|51,191|107
石川|90,013|598,542|13,532|1|76,254|204
福井|64,489|389,857|11,492|1|52,942|55
山梨|54,896|429,374|8,092|0|46,789|78
長野|115,332|866,921|12,859|0|98,094|219
岐阜|166,509|1,076,032|26,958|0|136,021|379
静岡|289,167|1,517,829|43,457|7|240,310|474
愛知|850,307|3,302,506|129,981|34|718,125|2,201
三重|138,973|644,046|22,479|2|118,864|349
滋賀|141,034|777,543|23,717|1|117,082|235
京都|315,222|980,130|58,692|104|241,801|780
大阪|1,470,277|8,422,137|225,855|74|1,238,988|5,434
兵庫|642,161|1,950,664|82,447|33|557,370|2,354
奈良|139,673|624,992|28,846|15|110,410|417
和歌山|73,125|232,687|8,507|6|64,162|147
鳥取|31,381|530,223|6,347|1|24,723|24
島根|47,061|297,444|8,409|2|38,605|47
岡山|150,398|697,846|15,773|7|124,763|274
広島|227,241|2,098,726|27,593|7|199,121|527
山口|81,456|683,889|13,156|3|68,094|206
徳島|38,882|259,800|5,513|5|33,297|94
香川|76,368|331,564|10,885|3|65,326|157
愛媛|79,757|472,391|15,178|2|64,414|165
高知|48,257|370,021|8,167|4|39,965|125
福岡|712,078|3,317,030|98,969|16|591,210|1,393
佐賀|95,825|349,845|13,189|1|77,132|143
長崎|109,496|550,150|21,951|3|87,510|154
熊本|205,812|406,426|30,445|10|174,968|399
大分|101,584|735,693|14,502|1|86,886|196
宮崎|104,561|212,129|18,775|7|85,383|184
鹿児島|163,254|556,885|27,914|2|131,753|253
沖縄|384,610|1,055,142|40,829|24|343,072|516
その他（その他）|149|0|0|0|149|0
合計|13,814,286|62,132,223|1,911,163|567|11,769,221|33,340
