都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|49,552|913,598|3,518|15|44,298|1,430
青森|3,140|61,056|363|0|2,745|32
岩手|2,428|99,454|335|1|2,045|48
宮城|11,597|184,182|1,320|13|10,114|92
秋田|1,185|18,445|130|3|1,034|21
山形|2,548|75,540|304|7|2,197|47
福島|7,292|337,088|1,054|13|6,076|162
茨城|16,201|35,770|2,194|28|13,831|176
栃木|10,328|368,510|1,697|19|8,537|94
群馬|10,979|229,987|1,479|21|9,345|155
埼玉|74,669|1,175,904|20,587|113|53,224|858
千葉|63,951|856,183|10,283|73|52,912|756
東京|279,132|3,005,674|40,525|251|236,272|2,335
神奈川|110,578|1,269,861|14,563|200|94,992|1,023
新潟|5,160|213,562|910|5|4,196|54
富山|2,959|88,265|516|7|2,405|38
石川|6,263|148,386|762|9|5,371|120
福井|2,014|87,625|236|2|1,742|36
山梨|3,057|80,996|477|2|2,560|22
長野|6,235|241,613|603|3|5,549|94
岐阜|10,905|311,845|843|4|9,873|189
静岡|14,026|483,975|2,581|16|11,287|158
愛知|59,658|964,765|4,831|27|53,811|1,016
三重|7,078|170,386|1,112|13|6,020|116
滋賀|7,612|184,140|1,239|5|6,278|95
京都|22,584|334,772|3,406|79|18,515|249
大阪|132,447|2,661,717|13,777|442|114,574|2,742
兵庫|50,358|591,416|4,239|38|44,796|1,323
奈良|10,469|197,848|1,011|14|9,324|134
和歌山|3,475|49,056|263|15|3,081|50
鳥取|1,078|108,882|320|0|742|3
島根|917|38,671|120|1|795|2
岡山|9,975|197,807|863|7|8,233|127
広島|13,643|641,590|839|8|12,373|180
山口|3,768|136,504|389|2|3,299|80
徳島|1,942|77,180|107|1|1,772|63
香川|2,985|101,378|556|7|2,399|32
愛媛|3,586|115,386|539|5|2,970|77
高知|2,315|67,391|158|4|2,127|30
福岡|49,801|994,829|7,582|23|40,990|548
佐賀|3,439|71,803|413|0|2,875|26
長崎|4,132|145,022|519|1|3,547|69
熊本|8,909|93,917|1,315|8|7,473|121
大分|4,430|200,270|588|1|3,778|64
宮崎|3,706|50,655|389|1|3,289|27
鹿児島|5,293|129,245|944|1|4,209|42
沖縄|32,909|310,645|5,607|95|26,887|245
（その他）|149|-|0|-|149|-
合計|1,140,857|18,922,794|156,406|1,603|964,911|15,401
