都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|21,595|468,201|898|21|19,879|772
青森|1,144|27,267|174|0|950|20
岩手|737|49,234|120|1|587|30
宮城|6,983|100,645|1,254|12|5,619|41
秋田|320|8,015|39|2|275|6
山形|1,153|38,748|244|4|892|17
福島|2,774|160,479|333|12|2,324|117
茨城|7,031|27,489|329|3|6,574|128
栃木|4,891|180,016|256|3|4,565|70
群馬|5,208|119,057|223|4|4,884|101
埼玉|34,051|677,268|1,617|33|31,720|714
千葉|30,554|494,992|1,053|12|28,917|584
東京|124,987|1,833,236|3,976|43|119,213|1,798
神奈川|49,236|728,454|1,128|21|47,315|793
新潟|1,681|89,734|259|2|1,404|18
富山|1,017|43,755|88|1|900|29
石川|2,014|62,691|111|1|1,835|66
福井|647|38,391|76|1|544|27
山梨|1,012|32,134|44|1|949|19
長野|3,117|125,398|302|0|2,783|42
岐阜|5,098|166,629|173|3|4,796|129
静岡|5,918|259,667|227|0|5,571|120
愛知|28,312|486,888|1,185|8|26,530|597
三重|2,941|82,920|229|6|2,724|72
滋賀|2,938|92,249|205|2|2,674|59
京都|10,020|185,255|579|4|9,292|173
大阪|58,414|1,128,434|7,408|174|49,302|1,204
兵庫|21,846|315,413|2,375|85|18,872|599
奈良|4,371|103,792|690|9|3,625|56
和歌山|1,498|28,210|229|16|1,225|18
鳥取|291|51,828|72|0|207|2
島根|291|18,477|6|0|285|0
岡山|2,869|84,188|166|3|2,603|35
広島|5,238|189,483|96|1|5,031|106
山口|1,455|71,202|43|0|1,369|43
徳島|656|34,075|152|3|482|22
香川|967|54,574|174|0|777|19
愛媛|1,654|45,324|486|7|1,144|24
高知|946|7,531|32|1|895|19
福岡|19,300|527,882|416|5|18,550|334
佐賀|1,253|33,430|68|0|1,191|13
長崎|1,650|80,644|21|0|1,590|39
熊本|3,531|58,659|30|2|3,427|74
大分|1,337|96,839|33|1|1,282|22
宮崎|1,971|24,949|10|0|1,930|22
鹿児島|1,905|75,797|82|0|1,815|28
沖縄|10,334|171,378|1,033|4|9,178|129
（その他）|149|-|0|-|149|-
合計|497,305|9,780,921|28,744|511|458,645|9,350
