都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|380,403|2,374,504|5,942|2|373,147|2,095
青森|61,925|264,102|1,645|0|60,168|112
岩手|37,873|298,993|632|0|37,145|96
宮城|93,510|624,481|1,543|1|91,533|199
秋田|32,024|63,817|428|0|31,525|71
山形|30,337|200,848|622|0|29,619|96
福島|66,514|872,595|855|0|65,433|226
茨城|164,648|1,380,150|1,373|0|162,831|444
栃木|93,828|774,204|803|2|92,748|277
群馬|97,997|677,460|912|1|96,763|322
埼玉|567,481|2,954,044|5,288|0|560,531|1,662
千葉|462,630|2,186,275|3,210|1|453,924|1,794
東京|1,591,498|7,194,133|19,791|5|1,567,137|4,570
神奈川|777,885|3,128,700|7,446|5|768,214|2,225
新潟|75,488|687,624|908|0|74,489|91
富山|39,934|262,431|1,233|0|38,606|95
石川|59,812|500,869|1,027|0|58,565|197
福井|38,843|342,328|838|0|37,960|45
山梨|34,330|362,425|373|0|33,892|68
長野|77,422|770,514|721|0|76,482|205
岐阜|108,438|939,624|1,370|0|106,369|345
静岡|178,535|1,316,739|2,228|0|175,600|421
愛知|565,069|2,900,331|7,552|1|555,420|2,097
三重|86,786|557,494|1,387|1|87,135|309
滋賀|95,018|674,222|1,310|0|93,487|221
京都|211,526|867,679|2,557|6|207,932|743
大阪|1,009,769|7,443,418|12,973|6|991,590|5,206
兵庫|441,519|1,634,188|5,016|1|434,254|2,250
奈良|95,886|541,160|1,049|2|94,445|392
和歌山|44,319|179,566|634|0|43,357|118
鳥取|16,263|422,690|425|0|15,614|20
島根|18,942|227,920|1,320|0|17,606|16
岡山|104,137|617,503|1,449|1|101,517|250
広島|167,836|1,983,538|2,929|0|164,412|495
山口|48,857|603,857|1,191|0|47,485|181
徳島|24,347|228,288|603|0|23,660|85
香川|50,664|290,510|600|0|49,936|128
愛媛|44,064|385,312|1,549|1|42,373|142
高知|30,397|317,030|1,048|1|29,234|115
福岡|446,420|2,818,243|6,019|0|432,788|1,271
佐賀|56,529|294,683|1,411|0|52,336|108
長崎|65,237|430,859|2,281|0|62,841|125
熊本|109,520|298,862|3,996|1|105,222|302
大分|57,656|622,011|826|0|56,665|165
宮崎|58,147|194,660|1,576|0|56,341|146
鹿児島|92,766|441,627|2,394|1|89,742|210
沖縄|250,123|922,237|10,937|11|238,606|487
その他（その他）|149|0|0|0|149|0
合計|9,263,301|54,074,748|132,220|50|9,086,828|31,238
