都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|613,285|2,801,599|60,519|3|550,160|2,326
青森|123,164|348,372|17,151|0|105,828|185
岩手|83,754|395,330|12,379|0|71,232|143
宮城|208,437|801,873|30,167|14|174,091|283
秋田|73,463|71,441|19,340|4|54,037|86
山形|72,284|227,695|16,303|1|55,856|135
福島|138,659|1,045,567|25,392|3|113,025|242
茨城|294,545|1,477,266|25,476|5|268,522|547
栃木|182,984|890,078|23,562|11|159,018|404
群馬|189,659|821,476|30,701|6|158,551|407
埼玉|1,011,493|3,642,798|79,599|29|929,923|1,971
千葉|802,015|2,656,636|52,955|17|739,804|2,173
東京|2,811,812|8,741,424|206,604|36|2,600,070|5,138
神奈川|1,302,933|4,246,475|25,926|54|1,274,360|2,647
新潟|177,299|861,033|24,785|7|152,395|119
富山|96,586|323,368|21,247|5|75,208|131
石川|124,736|669,767|18,384|5|106,112|217
福井|88,631|419,844|13,254|4|75,310|67
山梨|77,549|457,423|9,610|0|67,850|109
長野|159,330|926,159|20,120|2|134,448|254
岐阜|232,622|1,168,690|30,700|6|197,224|447
静岡|390,311|1,642,962|47,102|13|330,967|602
愛知|1,110,711|3,620,240|136,433|40|971,803|2,475
三重|196,158|695,640|36,697|4|162,737|430
滋賀|187,028|852,156|22,131|4|164,620|277
京都|400,720|1,105,033|64,370|69|329,738|854
大阪|1,823,116|8,960,100|210,639|92|1,606,608|5,869
兵庫|835,882|2,209,169|78,284|45|755,047|2,563
奈良|185,307|678,134|47,804|14|137,046|457
和歌山|106,180|276,825|13,752|4|91,930|189
鳥取|48,188|610,919|8,031|1|39,698|45
島根|64,688|317,298|9,944|0|54,674|70
岡山|210,612|744,043|22,412|15|158,999|332
広島|323,277|2,352,798|72,367|7|250,298|612
山口|125,770|754,926|22,781|5|102,691|298
徳島|66,417|271,904|16,332|4|50,026|117
香川|110,913|363,440|18,285|2|92,406|222
愛媛|125,039|541,189|26,670|4|98,139|230
高知|74,685|426,104|16,604|8|57,873|208
福岡|923,925|3,629,281|108,386|14|791,207|1,630
佐賀|130,545|377,021|17,015|2|106,910|187
長崎|166,637|642,677|39,652|4|126,963|221
熊本|274,443|461,219|33,597|24|240,345|501
大分|142,485|803,899|18,631|7|123,603|251
宮崎|154,594|226,985|26,584|5|127,211|249
鹿児島|235,936|657,406|33,131|13|193,382|381
沖縄|456,319|1,114,843|31,437|25|423,780|578
その他（その他）|149|0|0|0|149|0
合計|17,735,275|67,330,525|1,943,245|637|15,651,874|37,879
