都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|473,768|2,593,300|45,946|4|423,242|2,154
青森|92,387|308,391|13,074|0|79,169|144
岩手|57,429|352,781|8,207|0|49,110|112
宮城|142,261|716,920|26,713|13|111,863|214
秋田|48,211|68,375|10,797|1|37,335|79
山形|44,650|215,198|8,182|0|36,373|105
福島|91,982|957,492|14,169|2|77,581|232
茨城|218,747|1,477,266|20,798|5|197,461|488
栃木|135,087|833,551|24,267|10|110,508|312
群馬|142,000|753,747|30,180|5|109,723|352
埼玉|794,992|3,335,328|104,637|31|688,656|1,699
千葉|646,664|2,475,643|68,353|16|566,097|1,885
東京|2,258,473|8,172,907|290,580|35|1,963,200|4,693
神奈川|1,053,301|3,815,875|105,420|43|945,555|2,326
新潟|115,503|779,982|18,891|5|96,517|95
富山|62,478|294,624|12,948|3|49,425|105
石川|86,536|592,584|13,273|0|73,038|202
福井|61,866|386,524|11,370|1|50,442|54
山梨|51,880|415,382|7,017|0|44,852|77
長野|111,070|861,722|12,252|1|94,159|217
岐阜|159,911|1,060,304|24,466|1|131,558|376
静岡|274,737|1,500,962|37,918|6|231,564|460
愛知|816,525|3,254,826|116,416|25|697,927|2,182
三重|132,985|617,937|20,548|1|114,742|346
滋賀|135,412|768,662|21,313|1|113,865|234
京都|303,925|980,130|54,462|104|241,801|774
大阪|1,427,584|8,342,968|238,291|63|1,183,890|5,403
兵庫|620,391|1,921,737|81,653|31|536,407|2,338
奈良|134,788|617,863|25,424|8|108,954|410
和歌山|70,092|227,912|7,795|8|61,856|140
鳥取|29,718|525,944|5,711|0|23,705|24
島根|45,341|286,178|7,612|2|37,685|44
岡山|143,916|677,834|10,686|2|113,178|264
広島|219,338|2,098,726|22,958|7|195,859|521
山口|77,729|683,889|12,844|3|64,683|202
徳島|37,311|257,629|5,309|4|31,927|93
香川|73,784|327,728|10,242|1|63,388|154
愛媛|76,364|459,351|14,088|2|62,118|158
高知|45,964|370,021|7,234|7|38,609|121
福岡|686,456|3,278,042|98,211|22|566,393|1,379
佐賀|92,680|345,956|12,053|0|74,516|138
長崎|104,413|541,770|20,575|1|83,791|151
熊本|197,695|401,702|26,612|12|170,697|386
大分|97,664|725,406|14,283|1|83,188|193
宮崎|99,936|210,917|17,450|4|82,100|177
鹿児島|156,214|546,537|25,924|2|126,690|244
沖縄|373,840|1,049,256|41,208|23|331,912|511
その他（その他）|149|0|0|0|149|0
合計|13,324,147|61,487,779|1,828,360|516|11,377,458|32,968
