都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|54,534|961,855|4,938|18|48,046|1,437
青森|3,812|66,412|651|1|3,128|33
岩手|2,780|104,106|345|2|2,387|48
宮城|13,761|198,343|2,126|23|11,341|97
秋田|1,500|20,341|285|2|1,194|21
山形|2,977|82,246|429|3|2,500|48
福島|8,243|355,310|1,047|18|7,031|165
茨城|19,142|37,322|2,522|22|16,438|182
栃木|12,299|382,887|2,154|18|10,045|100
群馬|13,563|248,866|2,085|24|10,864|158
埼玉|92,652|1,258,480|26,019|164|63,080|876
千葉|77,382|906,023|13,844|101|62,738|800
東京|323,157|3,185,437|41,368|277|279,385|2,404
神奈川|134,475|1,364,873|17,602|242|115,798|1,075
新潟|6,191|230,824|998|5|5,139|54
富山|3,994|96,711|1,149|10|2,806|39
石川|6,949|159,466|740|8|6,071|123
福井|2,348|93,919|285|1|2,027|36
山梨|4,018|86,511|716|3|3,281|23
長野|7,393|260,937|852|4|6,295|94
岐阜|13,926|335,413|2,510|6|11,030|195
静岡|18,635|515,867|5,578|31|12,894|163
愛知|70,885|1,023,832|12,089|40|57,765|1,031
三重|10,269|170,434|3,502|16|6,851|121
滋賀|9,566|195,566|2,366|9|7,105|95
京都|27,272|354,054|6,162|104|20,328|251
大阪|154,101|2,818,909|23,229|516|126,335|2,772
兵庫|58,874|626,140|7,434|65|50,109|1,333
奈良|12,192|211,514|1,569|16|10,488|135
和歌山|4,218|53,643|558|21|3,515|52
鳥取|1,300|117,016|247|1|1,033|3
島根|1,172|40,685|182|1|988|2
岡山|12,241|208,397|1,485|7|8,975|127
広島|16,481|694,007|1,596|14|13,701|180
山口|4,555|147,535|774|2|3,696|85
徳島|2,375|83,186|357|1|1,906|63
香川|3,830|109,035|838|8|2,959|34
愛媛|4,349|121,480|738|4|3,533|78
高知|3,006|74,554|624|3|2,351|31
福岡|59,860|1,061,639|10,886|34|47,322|558
佐賀|4,681|80,888|1,023|3|3,307|27
長崎|4,930|154,054|801|1|4,064|69
熊本|11,245|101,742|2,120|14|9,002|123
大分|6,152|216,759|1,563|2|4,523|66
宮崎|4,886|57,542|1,086|3|3,756|30
鹿児島|7,353|141,025|1,893|4|5,220|44
沖縄|39,307|330,449|6,606|102|32,320|249
（その他）|149|-|0|-|149|-
合計|1,358,980|20,146,234|217,971|1,974|1,114,819|15,730
