都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|312,312|2,102,920|20,769|3|288,961|2,009
青森|50,152|229,277|2,084|0|47,968|100
岩手|29,626|256,229|2,769|2|26,771|86
宮城|77,220|535,138|3,146|2|73,648|191
秋田|26,841|59,375|2,437|2|24,340|64
山形|24,545|186,675|1,681|1|22,775|89
福島|55,300|772,674|4,161|1|50,923|216
茨城|148,206|1,240,444|2,803|1|144,979|424
栃木|84,007|722,718|3,684|2|80,057|266
群馬|87,384|610,238|2,927|0|84,148|309
埼玉|523,286|2,703,418|11,139|5|510,659|1,488
千葉|429,454|1,985,733|11,569|4|410,652|1,753
東京|1,467,096|6,569,617|58,785|7|1,403,943|4,368
神奈川|716,060|2,180,686|12,357|14|701,555|2,148
新潟|63,853|605,674|3,059|0|60,703|91
富山|33,127|232,271|1,437|2|31,598|92
石川|46,454|402,186|3,316|7|42,923|192
福井|29,046|301,385|1,320|0|27,681|45
山梨|29,711|297,841|915|0|28,731|68
長野|65,140|676,077|2,671|0|62,139|181
岐阜|89,122|821,699|3,151|2|85,233|324
静岡|151,347|1,172,393|4,982|0|145,707|404
愛知|495,212|2,567,640|17,543|10|475,641|2,028
三重|74,102|487,499|2,659|2|72,936|285
滋賀|83,230|592,010|2,165|1|80,851|214
京都|186,650|787,887|6,327|13|179,071|706
大阪|914,893|6,752,182|24,745|21|885,181|4,967
兵庫|394,195|1,488,792|10,257|9|381,733|2,209
奈良|86,842|489,513|5,403|2|81,066|373
和歌山|37,643|160,835|1,306|0|36,018|117
鳥取|12,895|359,284|730|0|11,986|15
島根|14,712|187,665|986|0|13,711|15
岡山|84,901|534,328|3,546|1|77,977|241
広島|133,219|1,752,289|11,138|5|121,612|469
山口|38,240|535,464|1,723|1|36,343|174
徳島|19,456|197,999|627|0|18,753|80
香川|41,603|255,221|2,211|0|39,270|122
愛媛|35,040|335,593|1,636|3|33,267|137
高知|22,935|256,889|1,450|2|21,378|107
福岡|385,831|2,518,060|13,635|5|363,970|1,229
佐賀|47,171|255,593|2,348|0|42,005|105
長崎|47,636|346,968|3,791|2|46,270|123
熊本|85,991|263,896|3,292|4|82,415|284
大分|46,637|543,753|2,397|2|44,083|157
宮崎|43,373|181,899|3,168|3|40,142|136
鹿児島|69,653|376,949|4,574|2|64,469|186
沖縄|174,493|768,801|12,727|15|161,323|448
その他（その他）|149|0|0|0|149|0
合計|8,115,991|47,661,677|301,546|158|7,767,714|29,835
