都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|118,968|1,500,580|30,714|5|86,193|1,548
青森|13,143|138,147|3,809|0|9,288|46
岩手|5,876|156,714|1,363|0|4,460|53
宮城|26,660|340,135|5,283|5|20,591|121
秋田|5,719|36,871|1,928|0|3,764|27
山形|7,765|137,322|2,651|0|5,056|58
福島|16,850|549,979|4,252|4|12,420|178
茨城|46,848|43,398|8,253|6|38,362|233
栃木|30,739|588,608|7,595|4|23,010|134
群馬|37,739|441,147|8,348|6|29,185|206
埼玉|213,892|1,991,819|33,481|55|179,327|1,084
千葉|183,152|1,472,659|31,445|22|145,536|1,085
東京|722,253|4,992,849|164,889|51|554,106|3,258
神奈川|310,533|2,180,686|68,941|83|240,218|1,374
新潟|20,152|418,921|3,727|4|16,361|64
富山|9,388|161,592|2,727|1|6,609|52
石川|16,434|249,868|4,923|5|11,343|145
福井|7,324|174,914|1,400|0|5,886|38
山梨|11,277|173,670|2,164|0|9,081|38
長野|22,108|464,398|4,403|2|15,181|111
岐阜|36,580|579,423|6,771|4|28,560|233
静岡|58,350|879,716|13,713|6|43,796|236
愛知|206,895|1,808,751|44,318|32|161,319|1,258
三重|28,074|322,008|5,627|4|22,940|191
滋賀|30,798|370,738|8,955|3|21,731|112
京都|84,968|588,059|22,862|107|59,655|314
大阪|442,124|5,095,516|133,402|647|305,475|3,247
兵庫|168,646|1,089,490|54,290|40|112,879|1,490
奈良|34,165|357,963|10,940|20|23,062|163
和歌山|15,113|98,535|4,282|6|10,635|73
鳥取|4,331|222,752|918|1|3,348|5
島根|4,791|92,443|677|0|4,107|7
岡山|34,512|383,374|5,153|6|21,302|149
広島|57,638|1,268,839|19,561|19|37,807|270
山口|15,645|300,663|2,820|2|12,718|107
徳島|6,198|139,664|1,339|0|4,793|71
香川|11,144|176,320|2,640|2|8,447|48
愛媛|12,449|226,717|2,412|2|9,943|94
高知|7,787|148,831|1,819|9|5,927|41
福岡|161,545|1,798,234|49,289|11|106,261|698
佐賀|15,451|164,130|3,856|0|10,506|36
長崎|18,159|252,232|6,143|0|12,251|82
熊本|35,359|169,027|8,248|9|26,947|164
大分|17,043|378,667|3,469|0|13,487|87
宮崎|13,964|108,537|2,984|0|10,956|54
鹿児島|21,372|228,959|4,587|1|16,071|86
沖縄|87,788|552,487|5,562|28|81,794|410
その他（その他）|149|0|0|0|149|0
合計|3,457,858|34,016,352|818,933|1,212|2,592,843|19,579
