都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|92,314|1,429,359|19,845|0|71,002|1,502
青森|10,044|126,356|2,667|0|7,336|41
岩手|4,744|149,616|975|0|3,716|53
宮城|21,604|314,087|3,497|3|17,638|118
秋田|4,158|33,676|1,779|1|2,352|27
山形|5,655|130,777|1,646|0|3,953|56
福島|13,368|525,973|2,844|3|10,346|178
茨城|36,196|42,163|5,640|6|30,331|225
栃木|24,218|572,881|5,314|1|18,777|127
群馬|29,860|418,409|7,631|3|22,038|191
埼玉|168,966|1,888,898|24,549|20|143,349|1,068
千葉|145,943|1,402,073|22,840|3|118,712|1,051
東京|577,783|4,750,879|122,226|26|452,356|3,201
神奈川|246,522|2,091,847|46,552|38|198,629|1,341
新潟|16,377|396,841|3,935|2|12,379|63
富山|7,126|151,590|1,760|1|5,314|52
石川|12,815|238,211|3,686|4|8,966|141
福井|5,614|158,062|1,290|1|4,286|38
山梨|9,123|161,912|2,682|0|6,412|35
長野|17,621|437,047|3,412|1|12,380|98
岐阜|29,454|548,795|5,700|1|23,019|225
静岡|45,015|828,235|11,087|3|34,458|212
愛知|164,035|1,695,003|36,619|12|126,229|1,187
三重|22,293|305,600|4,306|3|18,289|172
滋賀|23,008|338,963|6,535|2|16,367|106
京都|65,257|554,500|15,031|68|47,712|298
大阪|331,357|4,867,229|83,836|460|244,401|3,120
兵庫|128,038|1,012,564|33,112|21|93,504|1,426
奈良|26,527|335,395|7,434|13|18,940|153
和歌山|11,062|88,729|3,263|28|7,611|67
鳥取|3,497|208,210|1,154|0|2,300|5
島根|4,188|85,034|999|2|3,183|6
岡山|26,067|343,602|3,780|1|17,301|139
広島|48,971|1,216,689|19,913|13|28,822|236
山口|13,157|278,857|3,414|3|9,643|100
徳島|4,829|132,382|965|0|3,801|67
香川|8,480|168,376|2,413|1|6,022|41
愛媛|10,327|215,463|2,424|3|7,818|85
高知|5,970|132,870|1,213|5|4,720|37
福岡|121,162|1,681,745|34,946|6|81,228|646
佐賀|11,418|151,057|2,961|0|7,984|33
長崎|14,263|238,779|5,338|1|8,857|75
熊本|28,299|155,837|5,071|9|23,084|144
大分|13,559|355,383|2,951|0|10,523|85
宮崎|11,363|97,062|3,262|0|8,078|43
鹿児島|16,460|213,945|4,321|0|11,678|71
沖縄|82,828|534,538|8,592|36|73,821|399
その他（その他）|149|0|0|0|149|0
合計|2,721,084|32,205,499|595,410|804|2,089,814|18,784
