都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|234,418|1,889,839|18,476|5|213,247|1,941
青森|38,426|201,865|4,196|0|34,143|87
岩手|19,732|220,946|2,497|0|17,157|78
宮城|61,440|470,160|5,274|3|55,226|176
秋田|17,970|52,212|2,787|2|15,134|49
山形|18,603|173,723|2,184|2|16,339|80
福島|38,981|693,269|4,403|2|34,379|199
茨城|120,940|44,830|7,773|3|112,785|382
栃木|66,318|680,356|6,789|2|59,279|250
群馬|73,077|554,112|4,715|2|68,071|291
埼玉|448,127|2,494,137|26,159|19|420,569|1,399
千葉|373,113|1,840,971|21,659|17|347,009|1,673
東京|1,293,931|6,084,130|100,146|29|1,189,572|4,213
神奈川|624,433|2,180,686|29,985|32|592,402|2,046
新潟|46,347|534,576|4,925|0|41,331|91
富山|28,990|215,489|2,564|1|26,345|81
石川|36,121|357,671|2,452|3|33,461|186
福井|22,304|267,992|1,160|0|21,100|44
山梨|24,474|248,105|1,867|1|22,550|64
長野|47,329|595,576|4,293|0|42,180|168
岐阜|71,968|743,294|4,228|1|66,747|315
静岡|127,168|1,066,008|8,381|1|117,927|382
愛知|424,710|2,357,209|20,054|16|402,677|1,979
三重|58,971|430,346|4,794|2|55,440|269
滋賀|71,789|529,863|4,921|1|66,672|196
京都|160,526|731,176|9,642|8|149,074|674
大阪|816,387|6,271,355|39,094|277|772,515|4,753
兵庫|342,473|1,374,975|14,573|15|325,775|2,130
奈良|76,548|454,739|8,438|7|67,758|352
和歌山|29,790|139,608|1,400|0|28,105|110
鳥取|9,732|311,600|673|0|8,930|14
島根|10,192|141,330|1,251|0|8,930|11
岡山|65,730|483,667|2,953|1|58,933|223
広島|101,651|1,547,535|10,514|3|90,687|450
山口|31,002|484,444|2,665|0|28,171|166
徳島|16,638|181,657|713|2|15,850|79
香川|31,410|230,064|2,644|0|28,653|113
愛媛|26,461|299,026|2,745|5|23,586|130
高知|17,825|223,225|1,279|2|16,445|101
福岡|315,303|2,279,315|27,833|10|279,211|1,148
佐賀|34,205|222,660|2,830|0|28,686|89
長崎|34,612|312,367|3,314|1|32,733|116
熊本|67,806|234,269|5,098|6|62,433|275
大分|34,525|490,068|3,047|1|31,334|144
宮崎|28,233|156,616|3,570|1|24,619|119
鹿児島|47,959|317,051|5,607|0|41,455|171
沖縄|128,833|673,710|8,728|11|119,665|441
その他（その他）|149|0|0|0|149|0
合計|6,817,670|42,487,822|455,293|494|6,315,439|28,448
