都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|208,984|1,798,824|15,233|4|192,200|1,905
青森|31,893|187,722|3,698|0|28,113|82
岩手|16,416|209,881|2,355|1|13,986|75
宮城|53,577|440,281|4,944|3|47,936|170
秋田|14,256|49,282|1,771|2|12,441|44
山形|16,075|167,049|1,875|1|14,123|77
福島|32,512|660,241|3,106|1|29,216|190
茨城|104,181|44,674|8,170|4|95,646|365
栃木|57,706|651,659|4,764|1|52,708|234
群馬|65,286|531,955|4,733|3|60,276|277
埼玉|398,422|2,383,560|23,781|23|373,323|1,318
千葉|336,936|1,765,627|21,863|18|311,406|1,611
東京|1,189,301|5,851,116|94,913|44|1,090,301|4,087
神奈川|570,979|2,180,686|29,849|49|539,170|1,960
新潟|38,298|504,789|3,235|1|34,976|87
富山|25,937|206,403|4,215|3|21,650|72
石川|32,639|331,271|2,647|5|29,788|181
福井|19,903|255,334|1,677|3|18,185|41
山梨|21,315|229,365|1,379|1|19,881|61
長野|40,113|555,057|3,827|2|35,453|160
岐阜|64,746|710,192|3,292|3|60,540|308
静岡|114,038|1,025,186|8,028|3|105,092|373
愛知|389,201|2,267,025|19,206|36|368,077|1,918
三重|51,591|408,628|3,087|7|49,659|262
滋賀|64,793|503,204|6,065|3|58,540|188
京都|148,082|704,373|7,263|25|139,559|618
大阪|765,693|6,042,993|40,370|555|720,772|4,527
兵庫|316,818|1,324,451|17,331|20|297,441|2,056
奈良|71,190|436,783|8,340|11|62,514|336
和歌山|26,938|132,012|810|3|25,860|107
鳥取|8,587|291,912|703|0|7,772|11
島根|8,498|130,033|774|1|7,715|9
岡山|59,308|467,245|3,674|5|52,944|221
広島|89,138|1,488,326|7,356|7|81,340|442
山口|27,220|473,883|2,145|1|24,914|161
徳島|15,302|173,813|1,116|0|14,113|78
香川|27,100|218,131|2,808|2|24,190|102
愛媛|22,775|283,473|1,965|4|20,684|126
高知|15,922|208,909|1,347|2|14,478|97
福岡|285,036|2,178,400|26,732|11|251,525|1,100
佐賀|29,696|209,573|1,875|1|25,310|78
長崎|31,047|299,026|2,475|2|29,871|116
熊本|61,178|222,597|4,472|8|56,439|267
大分|29,721|464,623|1,658|2|27,932|131
宮崎|23,522|146,819|1,834|0|21,649|116
鹿児島|39,302|293,725|2,614|3|36,030|165
沖縄|115,320|641,390|5,146|7|109,737|438
その他（その他）|149|0|0|0|149|0
合計|6,176,640|40,751,501|420,521|891|5,715,624|27,348
