都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|595,415|2,772,116|62,241|4|530,699|2,307
青森|119,162|343,363|15,827|0|103,160|175
岩手|79,244|389,602|11,261|0|67,844|139
宮城|198,701|777,791|28,878|18|166,300|268
秋田|69,184|70,406|18,280|6|50,818|86
山形|67,946|223,912|16,077|0|51,750|129
福島|131,653|1,022,615|24,392|3|107,019|242
茨城|284,182|1,477,266|23,883|4|259,766|533
栃木|176,279|881,242|21,479|9|154,407|393
群馬|177,643|807,603|36,079|11|146,407|400
埼玉|986,548|3,599,535|82,915|33|901,719|1,914
千葉|784,774|2,600,467|50,080|12|694,809|2,121
東京|2,749,513|8,648,824|213,265|38|2,531,179|5,069
神奈川|1,274,957|4,163,808|33,466|54|1,238,895|2,596
新潟|168,151|844,692|23,166|4|144,874|111
富山|90,982|315,539|19,542|5|71,316|124
石川|119,218|656,807|18,208|4|100,772|215
福井|84,762|414,833|13,047|2|71,651|64
山梨|71,425|457,423|9,275|0|62,124|99
長野|152,001|913,300|20,016|4|128,530|240
岐阜|221,459|1,149,137|30,357|3|187,298|435
静岡|373,294|1,606,318|45,456|13|312,770|584
愛知|1,072,030|3,532,828|135,996|32|933,599|2,435
三重|186,886|695,640|33,863|1|156,191|411
滋賀|179,254|836,539|22,356|4|156,627|271
京都|387,974|1,089,142|63,712|86|318,444|832
大阪|1,771,502|8,880,916|214,731|88|1,550,974|5,797
兵庫|806,723|2,169,515|82,903|44|721,299|2,529
奈良|177,673|658,948|44,241|14|132,983|449
和歌山|101,386|270,466|13,346|4|87,555|176
鳥取|45,298|600,161|7,569|1|37,287|42
島根|61,780|317,298|9,428|0|52,288|64
岡山|200,964|744,043|22,412|15|158,999|315
広島|307,188|2,342,329|64,742|9|241,849|597
山口|118,214|729,913|20,754|5|97,178|282
徳島|60,466|274,110|13,933|4|46,683|113
香川|105,206|357,882|17,043|1|87,948|215
愛媛|117,473|532,982|25,342|6|91,913|218
高知|69,639|404,831|15,209|10|54,238|192
福岡|892,688|3,583,019|107,144|16|759,678|1,574
佐賀|124,475|377,021|15,842|2|100,034|182
長崎|150,006|617,227|38,430|4|118,898|201
熊本|251,511|461,219|36,708|24|214,337|466
大分|135,741|791,367|18,192|6|117,312|237
宮崎|146,871|224,786|25,500|4|120,618|234
鹿児島|223,576|641,242|34,615|12|184,102|357
沖縄|447,087|1,106,966|32,664|21|413,486|567
その他（その他）|149|0|0|0|149|0
合計|17,118,253|66,376,989|1,933,865|640|15,038,776|37,000
