都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,448|1,274,098|172|0|59,790|1,475
青森|5,901|104,794|0|0|5,863|38
岩手|3,488|136,189|1|0|3,434|53
宮城|16,290|264,222|2|0|16,170|118
秋田|1,934|27,661|0|0|1,907|27
山形|3,607|115,658|1|0|3,550|56
福島|9,518|472,020|21|0|9,321|176
茨城|24,487|40,590|15|0|24,252|220
栃木|15,597|529,184|75|0|15,405|117
群馬|17,316|355,311|117|1|17,039|176
埼玉|116,062|1,653,604|96|1|114,907|1,059
千葉|100,662|1,242,310|41|1|99,578|1,028
東京|382,956|4,186,854|451|1|379,330|3,175
神奈川|169,779|1,839,374|209|2|168,251|1,319
新潟|8,207|329,078|44|0|8,101|62
富山|4,869|132,342|1|0|4,816|52
石川|8,043|214,656|63|0|7,824|134
福井|3,116|127,106|1|0|3,077|38
山梨|5,161|135,182|0|0|5,132|29
長野|8,939|368,727|23|0|8,875|97
岐阜|19,276|474,764|1|0|19,056|219
静岡|26,893|733,273|17|0|26,663|209
愛知|106,741|1,516,048|41|0|105,539|1,161
三重|14,821|271,132|2|0|14,983|163
滋賀|12,485|297,317|31|0|12,350|104
京都|36,156|473,651|87|8|35,741|292
大阪|203,660|4,256,751|273|19|200,323|3,064
兵庫|78,851|866,021|87|3|77,366|1,398
奈良|15,946|283,091|8|0|15,789|149
和歌山|5,303|68,563|0|0|5,136|62
鳥取|1,669|169,900|0|0|1,639|5
島根|1,747|64,047|14|0|1,728|5
岡山|15,555|310,392|4|1|15,413|136
広島|22,189|985,055|12|0|21,975|202
山口|5,824|215,836|27|0|5,704|93
徳島|3,291|117,166|1|0|3,225|66
香川|4,707|145,824|2|0|4,666|38
愛媛|5,412|173,637|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,782|1,438,658|80|3|74,068|627
佐賀|5,873|121,163|6|0|5,891|30
長崎|6,124|204,494|5|0|6,047|73
熊本|14,396|124,891|0|0|14,260|136
大分|8,187|307,804|0|0|8,103|84
宮崎|6,153|73,154|0|0|6,096|41
鹿児島|9,121|176,938|10|0|9,044|66
沖縄|50,568|439,452|181|6|49,994|398
その他（その他）|149|0|0|0|149|0
合計|1,727,426|27,963,429|2,222|46|1,707,034|18,385
