都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,280|1,256,376|83|0|59,722|1,474
青森|5,901|103,668|0|0|5,863|38
岩手|3,487|135,024|0|0|3,434|53
宮城|16,287|263,572|2|0|16,167|118
秋田|1,934|27,615|0|0|1,907|27
山形|3,605|114,266|1|0|3,548|56
福島|9,495|466,818|1|0|9,318|176
茨城|24,475|40,574|12|1|24,243|220
栃木|15,522|523,546|18|0|15,387|117
群馬|17,205|349,836|178|1|16,851|176
埼玉|115,994|1,634,097|73|2|114,862|1,059
千葉|100,604|1,225,741|57|0|99,515|1,028
東京|382,602|4,130,105|270|3|379,160|3,172
神奈川|169,585|1,816,641|163|1|168,105|1,317
新潟|8,174|324,107|87|0|8,025|62
富山|4,868|130,955|0|0|4,816|52
石川|8,003|212,270|33|0|7,818|130
福井|3,115|126,318|0|0|3,077|38
山梨|5,160|133,350|3|0|5,128|29
長野|8,910|364,420|12|1|8,857|97
岐阜|19,276|468,342|8|0|19,049|219
静岡|26,877|720,878|27|0|26,637|209
愛知|106,699|1,499,112|44|0|105,494|1,161
三重|14,818|268,101|1|0|14,981|163
滋賀|12,456|293,213|18|0|12,334|104
京都|36,040|467,251|32|1|35,714|292
大阪|203,402|4,188,918|118|10|200,220|3,064
兵庫|78,772|854,737|51|2|77,323|1,398
奈良|15,937|280,358|1|0|15,787|149
和歌山|5,303|68,191|0|0|5,136|62
鳥取|1,669|167,446|0|0|1,639|5
島根|1,733|63,489|0|0|1,728|5
岡山|15,552|310,392|9|1|15,406|136
広島|22,175|977,622|0|0|21,973|202
山口|5,799|211,176|7|0|5,699|93
徳島|3,291|115,889|0|0|3,225|66
香川|4,705|144,130|0|0|4,666|38
愛媛|5,412|172,227|0|0|5,330|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,703|1,420,225|28|3|74,039|625
佐賀|5,866|119,543|0|0|5,891|30
長崎|6,119|202,056|0|0|6,046|73
熊本|14,395|124,826|0|0|14,259|136
大分|8,187|303,360|0|0|8,103|84
宮崎|6,153|73,141|0|0|6,096|41
鹿児島|9,115|176,150|9|0|9,037|66
沖縄|50,393|433,301|40|0|49,956|398
その他（その他）|149|0|0|0|149|0
合計|1,725,369|27,608,820|1,386|26|1,705,854|18,373
