都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|20,421|427,128|724|7|18,969|733
青森|896|23,163|55|0|821|20
岩手|588|41,434|26|0|532|30
宮城|4,744|80,380|768|2|3,949|27
秋田|277|7,368|9|0|262|6
山形|667|31,251|113|0|538|16
福島|2,327|135,317|266|13|1,957|104
茨城|6,418|25,709|317|2|5,977|124
栃木|4,431|164,663|155|0|4,206|70
群馬|4,831|106,766|166|3|4,559|94
埼玉|31,724|614,834|1,252|36|29,781|691
千葉|28,736|455,592|1,078|19|27,116|542
東京|117,704|1,688,589|2,817|47|113,244|1,643
神奈川|47,141|663,002|966|17|45,410|765
新潟|1,295|76,206|134|1|1,145|16
富山|921|40,107|14|2|879|28
石川|1,894|57,661|16|2|1,813|63
福井|553|34,143|7|0|521|25
山梨|956|29,599|7|0|931|18
長野|2,542|109,665|114|1|2,416|41
岐阜|4,833|151,013|59|4|4,652|122
静岡|5,499|231,464|161|0|5,224|114
愛知|26,715|441,143|480|10|25,665|570
三重|2,643|73,145|68|3|2,587|67
滋賀|2,699|82,793|100|4|2,548|51
京都|9,269|171,236|117|2|8,988|166
大阪|49,237|951,849|1,265|61|46,406|1,167
兵庫|18,905|280,491|669|47|17,663|573
奈良|3,516|91,182|86|5|3,380|50
和歌山|1,204|25,509|29|3|1,133|18
鳥取|210|45,162|0|0|205|2
島根|285|17,152|0|0|285|0
岡山|2,627|75,671|76|6|2,479|35
広島|5,086|173,745|41|3|4,940|103
山口|1,397|64,978|18|0|1,336|43
徳島|471|29,325|14|2|436|18
香川|779|48,705|20|0|741|18
愛媛|1,087|36,377|20|1|1,043|24
高知|912|7,339|10|3|883|19
福岡|18,750|488,259|426|10|17,999|325
佐賀|1,163|30,831|46|2|1,127|11
長崎|1,616|73,682|3|0|1,576|38
熊本|3,491|57,599|23|0|3,396|74
大分|1,301|88,364|10|0|1,269|22
宮崎|1,953|24,807|0|0|1,924|22
鹿児島|1,775|70,870|14|0|1,760|28
沖縄|8,768|158,584|372|2|8,279|123
（その他）|149|-|0|-|149|-
合計|455,406|8,803,852|13,131|320|433,099|8,859
