都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|369,447|2,309,754|10,492|1|357,331|2,077
青森|58,558|253,774|1,371|0|57,083|104
岩手|36,328|287,811|1,621|0|34,613|94
宮城|89,828|600,715|2,084|0|87,274|198
秋田|31,247|62,979|912|0|30,265|70
山形|29,274|197,099|675|0|28,505|94
福島|64,804|845,210|1,084|1|63,497|223
茨城|161,185|1,343,469|1,301|0|159,444|440
栃木|92,306|759,829|1,250|1|90,782|274
群馬|95,849|657,531|1,307|1|94,378|321
埼玉|557,339|2,883,580|4,788|2|550,912|1,639
千葉|454,779|2,137,268|3,616|1|447,563|1,780
東京|1,560,574|7,006,961|19,963|4|1,536,076|4,535
神奈川|763,434|2,180,686|6,208|7|755,012|2,214
新潟|73,608|665,845|1,144|1|72,373|91
富山|38,311|254,412|1,293|0|36,925|93
石川|57,739|475,591|1,454|0|56,066|196
福井|36,802|332,961|1,031|0|35,726|45
山梨|33,379|346,457|603|0|32,709|68
長野|75,407|743,524|1,278|0|73,920|203
岐阜|105,084|912,544|2,879|0|101,580|341
静岡|174,371|1,273,510|3,154|1|170,018|418
愛知|551,828|2,812,020|9,539|5|540,209|2,080
三重|84,155|538,285|1,357|1|84,491|306
滋賀|92,549|656,628|1,577|0|90,753|219
京都|206,680|848,374|2,979|4|202,709|725
大阪|989,398|7,234,868|14,314|12|969,991|5,093
兵庫|432,020|1,590,503|5,960|4|423,822|2,238
奈良|94,101|525,961|1,624|0|92,088|389
和歌山|43,026|175,899|499|0|42,200|117
鳥取|15,574|409,611|392|0|14,962|20
島根|17,403|221,138|386|0|17,002|15
岡山|101,259|597,565|2,154|1|97,944|248
広島|162,143|1,925,791|5,007|1|156,646|490
山口|46,729|587,797|1,510|0|45,041|178
徳島|23,065|219,818|651|1|22,332|85
香川|49,446|282,832|940|0|48,378|128
愛媛|41,470|372,699|1,471|1|39,859|140
高知|28,684|298,252|965|0|27,606|113
福岡|434,878|2,739,188|7,496|1|419,891|1,264
佐賀|53,696|284,551|1,010|0|50,136|106
長崎|61,353|401,554|2,695|0|58,725|124
熊本|101,834|287,840|3,513|3|98,026|295
大分|55,863|602,685|1,058|1|54,643|162
宮崎|55,371|192,925|1,716|0|53,586|144
鹿児島|87,126|426,956|2,808|0|83,677|204
沖縄|229,628|877,173|11,040|11|218,035|470
その他（その他）|149|0|0|0|149|0
合計|9,019,081|51,642,423|152,169|66|8,824,953|30,871
