都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|43,128|836,230|1,041|6|40,633|1,422
青森|2,616|54,407|59|0|2,526|31
岩手|1,912|92,045|92|0|1,773|47
宮城|9,675|168,950|239|2|9,334|91
秋田|994|16,817|41|1|933|20
山形|2,092|69,954|22|0|2,023|47
福島|5,289|302,093|174|4|4,953|162
茨城|11,525|34,393|490|4|10,869|166
栃木|7,629|321,532|322|8|7,223|84
群馬|8,200|207,093|174|1|7,970|155
埼玉|52,281|1,050,790|3,969|36|47,466|846
千葉|45,566|753,003|2,545|21|42,293|728
東京|199,291|2,724,519|12,635|72|184,379|2,277
神奈川|76,839|1,119,795|4,335|52|71,524|980
新潟|3,748|187,651|248|1|3,446|54
富山|2,156|78,919|90|3|2,028|38
石川|4,542|132,879|413|1|4,004|116
福井|1,472|76,208|68|0|1,368|36
山梨|2,218|65,656|47|0|2,150|21
長野|5,137|219,477|60|0|5,059|94
岐阜|9,641|287,989|106|2|9,347|188
静岡|10,205|437,255|481|2|9,570|154
愛知|52,630|891,300|924|10|50,703|1,003
三重|5,578|156,553|202|2|5,403|113
滋賀|5,780|165,484|131|1|5,557|92
京都|17,455|303,813|425|8|16,701|249
大阪|109,368|2,393,461|3,456|150|102,326|2,718
兵庫|42,387|543,795|863|14|40,209|1,315
奈良|8,756|181,075|239|5|8,384|133
和歌山|2,804|43,541|69|1|2,625|49
鳥取|649|93,822|123|1|490|2
島根|669|32,936|100|0|567|2
岡山|7,868|178,588|104|1|7,518|127
広島|11,822|577,995|146|4|11,461|179
山口|3,211|128,696|36|0|3,095|80
徳島|1,738|69,935|62|0|1,614|63
香川|2,161|92,006|37|0|2,096|32
愛媛|2,839|102,807|64|2|2,698|77
高知|1,994|60,677|61|3|1,904|29
福岡|37,209|893,701|972|10|35,547|528
佐賀|2,638|61,737|62|0|2,587|24
長崎|3,332|133,416|90|0|3,174|69
熊本|6,549|83,581|48|0|6,380|121
大分|3,564|181,270|52|0|3,448|64
宮崎|3,139|45,086|44|0|3,073|27
鹿児島|3,847|116,220|76|2|3,749|39
沖縄|22,731|274,412|1,186|36|21,285|231
（その他）|149|-|0|-|149|-
合計|867,023|17,043,562|37,223|466|813,614|15,123
