都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|50,319|919,563|3,858|19|45,032|1,433
青森|3,247|62,277|404|0|2,811|32
岩手|2,497|99,867|360|1|2,089|48
宮城|11,880|186,856|1,336|12|10,319|93
秋田|1,222|18,967|141|2|1,060|21
山形|2,609|77,032|277|5|2,285|47
福島|7,455|340,501|1,060|16|6,231|164
茨城|16,647|36,486|2,070|28|14,401|176
栃木|10,581|369,433|1,565|19|8,920|96
群馬|11,335|234,786|1,629|21|9,550|156
埼玉|79,377|1,193,888|21,973|125|56,540|864
千葉|65,560|861,896|10,557|94|54,244|759
東京|286,471|3,043,648|38,867|276|245,256|2,348
神奈川|115,178|1,302,614|15,142|212|99,010|1,026
新潟|5,287|216,207|772|7|4,461|54
富山|3,114|90,372|609|10|2,467|38
石川|6,375|151,761|743|9|5,500|120
福井|2,065|88,489|209|2|1,820|36
山梨|3,332|80,996|533|2|2,782|23
長野|6,380|247,777|640|3|5,659|94
岐阜|11,350|315,743|1,144|2|10,015|191
静岡|14,615|493,559|3,098|20|11,358|159
愛知|60,834|975,976|5,468|28|54,348|1,018
三重|7,394|170,386|1,307|13|6,145|117
滋賀|7,908|185,479|1,409|4|6,404|95
京都|23,325|336,408|3,827|84|18,829|249
大阪|135,267|2,683,382|14,438|450|116,627|2,747
兵庫|51,277|596,185|4,325|43|45,627|1,326
奈良|10,695|201,790|1,082|12|9,479|134
和歌山|3,584|49,507|296|11|3,157|50
鳥取|1,142|110,078|270|1|856|3
島根|968|38,671|141|1|825|2
岡山|10,280|197,807|863|7|8,233|127
広島|13,922|646,233|928|10|12,568|180
山口|3,890|136,504|405|2|3,405|80
徳島|1,997|78,144|146|1|1,788|63
香川|3,125|102,275|582|7|2,510|34
愛媛|3,736|115,997|595|5|3,064|77
高知|2,375|68,954|193|5|2,151|31
福岡|51,200|1,004,882|7,965|28|41,969|552
佐賀|3,674|73,259|519|0|2,881|27
長崎|4,273|146,196|592|1|3,617|69
熊本|9,331|94,512|1,395|8|7,815|121
大分|4,660|202,381|750|1|3,846|64
宮崎|3,932|52,244|485|0|3,407|27
鹿児島|5,689|131,321|1,141|2|4,303|42
沖縄|33,932|313,751|5,590|107|27,945|247
（その他）|149|-|0|-|149|-
合計|1,175,455|19,145,040|161,699|1,716|993,758|15,460
