都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|546,808|2,701,024|59,488|6|485,025|2,237
青森|107,443|327,671|13,493|0|93,793|157
岩手|69,366|374,068|9,510|0|59,727|129
宮城|173,968|752,182|26,545|11|144,758|247
秋田|58,751|69,427|13,305|3|45,363|83
山形|56,488|219,141|10,731|1|45,650|117
福島|104,996|983,888|16,626|4|88,135|235
茨城|259,270|1,477,266|21,905|8|236,853|512
栃木|160,174|864,677|26,901|8|132,933|340
群馬|157,580|783,045|47,244|3|118,718|380
埼玉|918,032|3,506,041|81,232|38|834,985|1,815
千葉|737,023|2,547,441|66,042|19|633,518|2,018
東京|2,568,265|8,479,072|262,571|42|2,300,793|4,901
神奈川|1,205,748|4,000,427|70,904|71|1,132,360|2,484
新潟|147,092|815,662|21,638|2|125,351|103
富山|76,926|305,272|14,409|7|62,402|115
石川|104,625|628,369|15,353|3|89,038|211
福井|75,034|402,678|11,426|3|63,548|60
山梨|63,378|443,620|9,207|0|54,163|89
長野|133,562|887,705|15,906|3|114,667|227
岐阜|194,812|1,112,719|27,744|3|163,852|402
静岡|333,628|1,563,542|45,528|13|275,276|531
愛知|972,048|3,422,292|133,059|35|836,667|2,322
三重|162,758|669,849|26,604|1|138,921|380
滋賀|162,561|815,994|25,628|3|136,677|256
京都|357,005|1,053,942|68,236|80|283,196|802
大阪|1,632,483|8,679,153|212,719|60|1,414,137|5,627
兵庫|738,509|2,078,168|90,625|38|645,453|2,441
奈良|159,210|643,902|35,922|11|122,854|434
和歌山|88,144|253,816|12,183|1|75,487|165
鳥取|38,598|569,344|7,736|1|30,446|34
島根|54,311|307,215|8,256|0|45,997|58
岡山|175,742|723,970|20,921|11|140,502|298
広島|268,117|2,221,351|47,069|10|220,498|550
山口|98,934|707,582|18,109|4|80,593|232
徳島|47,815|266,801|8,200|4|39,537|98
香川|90,661|345,597|13,782|3|76,687|192
愛媛|98,350|503,674|20,178|6|77,979|193
高知|58,569|386,929|11,353|11|47,057|159
福岡|809,748|3,463,874|104,544|23|685,214|1,488
佐賀|109,653|365,273|13,764|0|88,936|160
長崎|128,054|581,787|34,661|3|98,917|173
熊本|229,616|434,793|30,712|15|198,471|433
大分|118,938|762,030|15,082|5|103,646|210
宮崎|126,787|219,491|22,360|5|103,805|213
鹿児島|194,051|601,645|29,262|7|161,003|300
沖縄|420,401|1,080,267|32,618|22|386,855|537
その他（その他）|149|0|0|0|149|0
合計|15,594,181|64,403,676|1,931,291|607|13,540,592|35,148
