都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|512,029|2,649,137|55,226|7|455,003|2,206
青森|99,759|318,195|13,299|0|86,309|151
岩手|63,163|363,712|8,004|1|55,041|118
宮城|158,863|734,783|29,392|13|125,653|233
秋田|53,734|69,420|12,655|4|41,000|79
山形|50,436|217,055|9,144|0|41,193|109
福島|102,443|979,129|15,737|3|86,471|235
茨城|242,930|1,477,266|24,580|7|217,852|498
栃木|149,858|849,384|26,873|10|122,662|323
群馬|154,814|780,654|39,623|3|114,831|360
埼玉|864,603|3,412,982|102,134|35|760,711|1,758
千葉|701,509|2,475,643|68,353|16|566,097|1,949
東京|2,435,861|8,376,055|261,485|40|2,169,589|4,787
神奈川|1,149,103|3,949,927|99,314|75|1,047,385|2,404
新潟|132,286|803,328|20,716|3|111,472|98
富山|69,568|301,840|12,600|4|56,860|108
石川|95,257|609,784|14,154|0|80,873|207
福井|68,989|395,707|11,493|3|57,439|57
山梨|59,347|429,374|8,766|0|50,578|82
長野|122,938|884,560|14,593|0|105,330|227
岐阜|179,048|1,092,113|26,525|2|147,376|389
静岡|307,961|1,542,689|44,120|10|259,129|504
愛知|899,441|3,364,067|126,365|40|770,836|2,240
三重|148,855|644,046|24,222|1|127,163|368
滋賀|150,170|792,260|25,266|3|124,660|244
京都|332,343|1,024,400|61,964|77|266,298|786
大阪|1,544,590|8,538,451|226,217|74|1,312,848|5,525
兵庫|683,398|2,004,716|87,999|39|593,022|2,389
奈良|148,387|636,879|34,585|14|113,379|423
和歌山|79,751|242,301|11,244|4|68,041|157
鳥取|34,392|540,591|7,045|0|26,976|28
島根|50,444|297,444|8,273|1|42,116|55
岡山|160,627|697,846|15,773|7|124,763|282
広島|245,042|2,098,726|37,050|11|207,455|537
山口|88,049|683,889|13,394|2|74,439|216
徳島|42,181|263,346|6,314|5|35,809|94
香川|82,153|336,767|12,104|3|69,874|175
愛媛|87,248|480,934|16,938|3|70,131|179
高知|52,198|386,929|9,529|3|42,537|132
福岡|754,592|3,383,014|97,200|21|636,211|1,432
佐賀|101,797|356,649|12,534|0|81,627|148
長崎|118,894|567,284|27,086|2|91,779|161
熊本|219,396|406,426|29,069|15|189,909|418
大分|108,737|745,737|14,574|3|93,961|202
宮崎|113,416|215,748|19,089|6|93,813|203
鹿児島|175,746|575,312|26,776|5|144,836|266
沖縄|400,850|1,066,195|36,765|22|363,232|525
その他（その他）|149|0|0|0|149|0
合計|14,597,345|63,062,694|1,906,161|597|12,524,718|34,067
