都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|57,723|1,011,965|4,145|23|52,450|1,455
青森|4,653|72,244|1,062|2|3,558|33
岩手|3,140|109,542|374|3|2,717|49
宮城|15,133|211,743|1,794|34|13,169|104
秋田|1,666|22,454|170|2|1,473|23
山形|3,254|86,319|311|6|2,894|49
福島|8,904|371,284|815|14|7,921|168
茨城|21,325|37,826|2,081|31|19,050|194
栃木|13,666|397,415|1,445|18|12,116|105
群馬|15,400|262,794|1,883|28|13,356|161
埼玉|104,297|1,320,041|12,461|158|90,934|902
千葉|89,078|951,276|13,315|111|74,889|874
東京|352,380|3,332,893|31,508|278|318,352|2,520
神奈川|153,294|1,433,442|15,698|233|136,465|1,131
新潟|6,946|245,602|809|10|6,082|55
富山|4,492|102,442|740|14|3,710|42
石川|7,389|171,993|566|6|6,681|123
福井|2,645|99,877|259|2|2,350|36
山梨|4,582|92,433|578|3|3,985|25
長野|8,068|276,256|638|6|7,300|94
岐阜|16,533|357,773|2,634|21|13,671|203
静岡|23,390|549,011|5,182|32|18,024|184
愛知|87,133|1,102,894|20,573|82|65,512|1,048
三重|13,118|192,585|4,372|33|8,869|136
滋賀|11,138|211,109|1,953|14|9,088|97
京都|31,577|374,804|8,169|89|22,782|254
大阪|176,533|3,004,314|27,394|588|144,354|2,815
兵庫|67,417|659,890|7,484|76|58,593|1,342
奈良|13,976|223,049|1,652|13|12,185|139
和歌山|4,748|58,292|468|22|4,125|55
鳥取|1,495|129,459|244|2|1,209|4
島根|1,420|45,572|232|1|1,186|2
岡山|13,949|231,974|1,686|21|11,771|129
広島|19,191|769,672|1,377|21|16,266|183
山口|5,135|155,099|654|1|4,394|87
徳島|2,825|89,684|429|2|2,332|64
香川|4,399|116,395|591|11|3,775|34
愛媛|4,738|133,089|447|3|4,210|81
高知|3,656|82,218|620|3|3,005|31
福岡|67,605|1,119,645|10,646|36|55,657|572
佐賀|5,343|88,920|636|2|3,655|28
長崎|5,461|161,232|606|2|4,789|69
熊本|13,012|110,451|2,012|19|10,873|127
大分|7,312|231,773|1,078|3|6,165|69
宮崎|5,653|62,925|915|8|4,690|33
鹿児島|8,378|152,448|1,169|6|7,123|50
沖縄|44,282|347,766|6,109|130|37,699|261
（その他）|149|-|0|-|149|-
合計|1,537,601|21,371,884|199,984|2,223|1,315,603|16,240
