都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,663|402,044|659|4|18,276|697
青森|828|20,921|24|0|784|20
岩手|555|28,922|1|0|524|30
宮城|3,864|72,937|228|5|3,611|25
秋田|269|7,148|1|0|262|6
山形|545|28,715|8|0|522|15
福島|2,144|122,442|233|10|1,823|88
茨城|6,071|25,125|313|6|5,638|120
栃木|4,207|153,093|118|1|4,021|68
群馬|4,633|99,884|146|3|4,399|88
埼玉|30,363|580,553|1,409|42|28,314|640
千葉|27,497|428,990|1,165|20|25,837|495
東京|114,201|1,606,728|2,651|39|110,032|1,518
神奈川|45,957|627,829|968|29|44,267|722
新潟|1,152|46,600|76|2|1,060|16
富山|909|38,049|9|1|872|28
石川|1,879|54,568|47|5|1,776|62
福井|546|33,111|2|0|519|25
山梨|941|27,101|2|0|922|17
長野|2,385|103,396|21|0|2,354|41
岐阜|4,785|143,923|99|9|4,571|115
静岡|5,331|213,619|201|1|5,030|100
愛知|26,207|413,941|515|26|25,147|545
三重|2,579|67,122|88|4|2,509|61
滋賀|2,612|77,218|178|6|2,386|48
京都|9,129|161,936|156|2|8,825|163
大阪|47,895|850,570|913|62|45,425|1,144
兵庫|18,235|262,382|349|34|17,325|561
奈良|3,427|86,288|78|8|3,301|48
和歌山|1,170|24,856|8|1|1,120|18
鳥取|210|43,168|1|0|204|2
島根|284|16,183|1|0|283|0
岡山|2,552|69,524|44|1|2,419|33
広島|5,056|167,186|37|3|4,916|103
山口|1,389|62,904|26|0|1,321|42
徳島|461|27,954|20|2|424|17
香川|765|46,483|18|0|729|18
愛媛|1,068|34,029|21|1|1,023|24
高知|905|7,180|20|3|866|19
福岡|18,308|464,164|388|16|17,614|306
佐賀|1,126|29,265|76|1|1,059|10
長崎|1,613|70,498|4|0|1,572|37
熊本|3,467|57,158|27|2|3,365|73
大分|1,297|84,123|9|0|1,266|22
宮崎|1,953|24,803|9|1|1,915|21
鹿児島|1,762|69,200|12|2|1,750|27
沖縄|8,378|151,156|269|2|7,993|122
（その他）|149|-|0|-|149|-
合計|440,722|8,234,989|11,648|354|420,320|8,400
