都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|24,170|529,203|1,626|22|21,568|860
青森|1,576|33,175|265|1|1,289|22
岩手|912|55,900|127|2|754|31
宮城|8,042|118,898|453|10|7,510|66
秋田|455|10,180|72|0|374|9
山形|1,513|47,660|188|4|1,293|32
福島|3,373|186,843|364|12|2,886|123
茨城|8,143|29,913|545|19|7,465|133
栃木|5,349|215,075|242|2|5,036|71
群馬|6,014|137,279|452|3|5,458|104
埼玉|37,801|754,485|2,207|34|34,849|745
千葉|33,209|547,445|1,306|18|31,281|622
東京|139,076|2,015,241|6,555|65|130,630|1,891
神奈川|53,535|805,963|1,919|37|50,800|816
新潟|2,285|108,390|343|1|1,917|25
富山|1,319|51,908|148|7|1,142|29
石川|2,467|70,424|310|14|2,084|71
福井|875|47,194|135|2|707|33
山梨|1,193|35,312|98|1|1,076|19
長野|3,854|147,408|342|5|3,528|68
岐阜|5,879|187,984|458|4|5,289|132
静岡|6,459|293,084|268|2|6,040|121
愛知|33,151|557,541|3,067|33|29,456|628
三重|3,765|98,154|604|10|3,178|81
滋賀|3,724|105,306|520|9|3,143|61
京都|12,387|213,779|1,411|18|10,829|186
大阪|81,185|1,422,427|19,118|412|59,867|1,456
兵庫|31,171|378,524|4,823|91|25,673|675
奈良|6,171|125,853|1,000|24|5,095|76
和歌山|2,158|34,005|315|56|1,782|28
鳥取|372|61,690|61|0|304|2
島根|347|19,437|42|1|305|0
岡山|3,946|95,544|576|15|3,157|40
広島|5,889|249,308|357|7|5,381|109
山口|1,834|82,172|263|4|1,527|44
徳島|1,295|43,401|344|6|908|43
香川|1,259|61,766|180|2|1,063|22
愛媛|2,330|61,782|362|11|1,928|40
高知|1,040|7,916|69|3|951|20
福岡|22,784|597,595|2,723|22|19,712|349
佐賀|1,604|38,623|220|2|1,387|13
長崎|2,077|91,927|336|6|1,711|41
熊本|4,110|64,737|453|10|3,579|78
大分|1,855|111,326|464|2|1,366|25
宮崎|2,212|30,480|148|0|2,034|22
鹿児島|2,123|81,722|121|1|1,969|28
沖縄|12,463|191,141|1,119|10|11,214|136
（その他）|149|-|0|-|149|-
合計|588,900|11,255,120|57,119|1,020|520,644|10,226
