都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|26,681|559,214|2,625|24|22,851|897
青森|1,781|35,344|284|4|1,471|26
岩手|1,091|61,274|210|2|846|35
宮城|8,339|124,669|435|9|7,810|72
秋田|596|11,000|133|0|454|9
山形|1,599|49,728|119|6|1,444|36
福島|3,860|196,966|581|18|3,151|128
茨城|8,567|30,786|445|14|7,987|135
栃木|5,600|222,303|291|5|5,236|73
群馬|6,705|144,192|700|14|5,899|106
埼玉|39,856|785,829|2,649|45|36,456|751
千葉|34,402|559,683|1,372|17|32,389|641
東京|146,594|2,078,308|7,372|73|137,304|1,918
神奈川|55,739|828,500|2,009|48|52,897|833
新潟|2,568|115,792|385|2|2,158|25
富山|1,408|53,430|140|8|1,237|31
石川|2,866|74,108|506|14|2,273|85
福井|954|51,711|101|1|820|33
山梨|1,267|36,365|120|1|1,129|19
長野|4,114|151,970|321|5|3,773|72
岐阜|6,650|198,698|781|10|5,731|138
静岡|6,823|303,143|379|5|6,320|124
愛知|36,233|586,218|3,983|44|31,602|648
三重|4,146|104,528|599|18|3,564|89
滋賀|4,163|110,541|565|13|3,531|67
京都|13,292|222,215|1,654|31|11,491|191
大阪|89,545|1,538,348|21,492|403|65,475|1,715
兵庫|34,918|401,077|5,009|96|29,139|770
奈良|6,925|131,588|946|29|5,893|86
和歌山|2,359|35,763|244|44|2,043|34
鳥取|392|64,106|36|0|343|2
島根|375|21,314|36|1|339|0
岡山|4,987|108,427|863|20|3,492|49
広島|6,751|267,317|605|9|5,835|111
山口|2,063|82,172|306|5|1,709|48
徳島|1,479|47,260|236|11|1,192|51
香川|1,566|65,286|370|4|1,179|23
愛媛|2,501|68,018|251|8|2,195|55
高知|1,121|8,545|77|4|1,024|20
福岡|26,833|638,402|4,071|48|21,864|369
佐賀|1,952|41,544|297|3|1,588|14
長崎|2,479|96,913|479|6|1,959|44
熊本|4,414|67,745|488|13|3,844|82
大分|2,391|119,230|641|3|1,722|28
宮崎|2,463|33,156|331|3|2,101|23
鹿児島|2,558|81,722|405|2|2,107|28
沖縄|13,095|195,912|1,096|9|11,867|138
（その他）|149|-|0|-|149|-
合計|637,210|11,810,360|67,038|1,152|556,883|10,872
