都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|182,018|1,690,754|22,174|6|158,434|1,807
青森|23,523|168,300|3,610|0|19,845|68
岩手|12,230|186,924|2,603|0|9,565|62
宮城|43,796|402,368|6,117|10|36,865|150
秋田|10,769|44,494|1,870|1|8,864|35
山形|12,639|154,739|1,935|2|10,635|69
福島|25,897|618,725|2,855|5|22,854|188
茨城|80,320|44,100|8,961|13|71,053|306
栃木|48,747|630,115|7,142|8|41,398|207
群馬|55,100|490,745|5,729|6|49,114|257
埼玉|336,353|2,240,462|33,132|48|302,003|1,218
千葉|287,097|1,656,834|27,964|20|254,157|1,407
東京|1,052,108|5,559,414|147,835|70|900,476|3,797
神奈川|483,712|2,180,686|47,407|96|434,530|1,775
新潟|31,336|471,816|3,270|1|27,993|73
富山|20,273|188,277|5,904|6|14,302|67
石川|26,944|302,571|3,900|6|22,854|173
福井|14,323|224,049|1,942|3|12,341|40
山梨|17,628|207,892|2,048|2|15,544|50
長野|32,854|515,515|3,931|2|28,624|151
岐阜|56,402|665,725|5,585|4|49,920|286
静岡|95,249|972,780|12,025|5|80,517|346
愛知|338,075|2,107,798|35,409|49|300,946|1,720
三重|43,907|381,621|4,902|9|39,983|249
滋賀|53,364|439,476|7,950|5|45,264|150
京都|131,281|667,219|13,499|75|116,056|475
大阪|686,927|5,731,491|87,600|758|595,192|4,076
兵庫|274,976|1,254,955|29,142|38|243,960|1,887
奈良|60,960|408,171|14,277|18|46,395|288
和歌山|23,837|121,678|1,239|5|22,340|105
鳥取|7,206|265,649|1,333|0|5,774|9
島根|6,886|115,413|916|0|5,962|8
岡山|51,690|437,779|4,589|11|44,862|206
広島|77,132|1,414,188|10,699|10|66,028|405
山口|22,503|407,169|2,465|2|19,901|137
徳島|12,277|161,142|2,171|5|10,038|75
香川|20,683|202,649|3,360|8|17,243|80
愛媛|18,346|263,286|2,291|2|15,936|119
高知|12,990|183,035|1,780|7|11,128|82
福岡|247,494|2,045,338|33,679|17|207,131|993
佐賀|24,995|193,005|2,829|3|19,081|67
長崎|26,789|283,118|4,046|2|23,726|109
熊本|51,791|202,142|5,513|8|46,034|244
大分|25,448|434,521|2,649|0|22,693|106
宮崎|19,771|134,766|2,124|0|17,613|99
鹿児島|33,291|271,929|3,471|1|29,315|131
沖縄|104,240|603,891|6,889|15|96,908|429
その他（その他）|149|0|0|0|149|0
合計|5,326,326|38,348,714|642,761|1,362|4,641,546|24,781
